n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,sensitivity,specificity,TP,TN,FP,FN,model,revision,threshold,train_size,precision,npv
10,6,4,0.8017837257372732,0.9166666666666666,0.9484126984126984,0.875,0.9230769230769231,0.8660254037844386,1.0,0.75,6,3,1,0,CatBoost,729,0.655,1293,0.8571,1.0
17,11,6,0.7510676161988108,0.9393939393939394,0.9656565656565657,0.8333333333333333,0.9166666666666666,0.816496580927726,1.0,0.6667,11,4,2,0,RandomForest,730,0.508,1303,0.8462,1.0
17,11,6,0.7510676161988108,0.8484848484848485,0.8961621711621712,0.8333333333333333,0.9166666666666666,0.816496580927726,1.0,0.6667,11,4,2,0,LightGBM,730,0.59,1303,0.8462,1.0
17,11,6,0.6267831705280087,0.9090909090909092,0.9418798373343829,0.75,0.88,0.7071067811865476,1.0,0.5,11,3,3,0,XGBoost,730,0.312,1303,0.7857,1.0
17,11,6,0.7510676161988108,0.893939393939394,0.9413170163170164,0.8333333333333333,0.9166666666666666,0.816496580927726,1.0,0.6667,11,4,2,0,CatBoost,730,0.655,1303,0.8462,1.0
18,10,8,0.6933752452815364,1.0,1.0,0.8125,0.8695652173913043,0.7905694150420949,1.0,0.625,10,5,3,0,RandomForest,734,0.688,1320,0.7692,1.0
18,10,8,0.8918825850158447,1.0,1.0,0.9375,0.9523809523809523,0.9354143466934853,1.0,0.875,10,7,1,0,LightGBM,734,0.59,1320,0.9091,1.0
18,10,8,0.6933752452815364,1.0,1.0,0.8125,0.8695652173913043,0.7905694150420949,1.0,0.625,10,5,3,0,XGBoost,734,0.524,1320,0.7692,1.0
18,10,8,0.6933752452815364,1.0,1.0,0.8125,0.8695652173913043,0.7905694150420949,1.0,0.625,10,5,3,0,CatBoost,734,0.573,1320,0.7692,1.0
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,735,0.786,1338,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,735,0.378,1338,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,735,0.786,1338,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,735,0.688,1338,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,737,0.786,1339,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,737,0.459,1339,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,737,0.786,1339,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,737,0.688,1339,,
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,741,0.786,1341,,
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,741,0.459,1341,,
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,741,0.786,1341,,
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,741,0.688,1341,,
10,4,6,0.8017837257372732,1.0,1.0,0.875,0.8571428571428571,0.8660254037844386,0.75,1.0,3,6,0,1,RandomForest,742,0.786,1348,1.0,0.8571
10,4,6,0.8017837257372732,1.0,1.0,0.875,0.8571428571428571,0.8660254037844386,0.75,1.0,3,6,0,1,LightGBM,742,0.802,1348,1.0,0.8571
10,4,6,0.8017837257372732,1.0,1.0,0.875,0.8571428571428571,0.8660254037844386,0.75,1.0,3,6,0,1,XGBoost,742,0.786,1348,1.0,0.8571
10,4,6,0.6123724356957946,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,0.5,1.0,2,6,0,2,CatBoost,742,0.835,1348,1.0,0.75
3,2,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,2,RandomForest,748,0.786,1358,0.0,0.3333
3,2,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,2,LightGBM,748,0.802,1358,0.0,0.3333
3,2,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,2,XGBoost,748,0.786,1358,0.0,0.3333
3,2,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,2,CatBoost,748,0.786,1358,0.0,0.3333
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,753,0.786,1361,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,753,0.802,1361,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,753,0.786,1361,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,753,0.786,1361,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,766,0.786,1363,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,766,0.884,1363,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,766,0.786,1363,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,766,0.851,1363,,
7,5,2,0.5477225575051661,1.0,1.0,0.8,0.75,0.7745966692414834,0.6,1.0,3,2,0,2,RandomForest,780,0.786,1364,1.0,0.5
7,5,2,0.5477225575051661,1.0,1.0,0.8,0.75,0.7745966692414834,0.6,1.0,3,2,0,2,LightGBM,780,0.884,1364,1.0,0.5
7,5,2,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,2,0,5,XGBoost,780,0.835,1364,0.0,0.2857
7,5,2,0.5477225575051661,1.0,1.0,0.8,0.75,0.7745966692414834,0.6,1.0,3,2,0,2,CatBoost,780,0.867,1364,1.0,0.5
19,11,8,0.5096471914376256,0.8636363636363636,0.9037553355735174,0.7272727272727273,0.625,0.674199862463242,0.4545,1.0,5,8,0,6,RandomForest,793,0.786,1371,1.0,0.5714
19,11,8,0.47193990372426947,0.8409090909090909,0.9056277056277057,0.7386363636363636,0.7619047619047619,0.7385489458759964,0.7273,0.75,8,6,2,3,LightGBM,793,0.884,1371,0.8,0.6667
19,11,8,0.3522727272727273,0.8409090909090909,0.8892107892107893,0.6761363636363636,0.7272727272727273,0.6741998624632421,0.7273,0.625,8,5,3,3,XGBoost,793,0.786,1371,0.7273,0.625
19,11,8,0.7966275068156915,0.8977272727272727,0.9228826728826729,0.875,0.9166666666666666,0.8660254037844386,1.0,0.75,11,6,2,0,CatBoost,793,0.737,1371,0.8462,1.0
14,14,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,795,0.361,1390,,
14,14,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,795,0.165,1390,,
14,14,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,795,0.214,1390,,
14,14,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,795,0.737,1390,,
11,0,11,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,796,0.345,1404,,
11,0,11,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,796,0.165,1404,,
11,0,11,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,796,0.214,1404,,
11,0,11,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,796,0.198,1404,,
9,6,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3,0,0,RandomForest,811,0.639,1415,1.0,1.0
9,6,3,0.6324555320336759,0.888888888888889,0.9523809523809523,0.8333333333333333,0.8,0.816496580927726,0.6667,1.0,4,3,0,2,LightGBM,811,0.541,1415,1.0,0.6
9,6,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3,0,0,XGBoost,811,0.41,1415,1.0,1.0
9,6,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3,0,0,CatBoost,811,0.394,1415,1.0,1.0
9,2,7,-0.2857142857142857,0.4285714285714286,0.26666666666666666,0.35714285714285715,0.0,0.0,0.0,0.7143,0,5,2,2,RandomForest,813,0.639,1424,0.0,0.7143
9,2,7,-0.3779644730092272,0.5,0.29166666666666663,0.2857142857142857,0.0,0.0,0.0,0.5714,0,4,3,2,LightGBM,813,0.247,1424,0.0,0.6667
9,2,7,-0.3779644730092272,0.5,0.29166666666666663,0.2857142857142857,0.0,0.0,0.0,0.5714,0,4,3,2,XGBoost,813,0.41,1424,0.0,0.6667
9,2,7,-0.3779644730092272,0.4285714285714286,0.26666666666666666,0.2857142857142857,0.0,0.0,0.0,0.5714,0,4,3,2,CatBoost,813,0.394,1424,0.0,0.6667
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,814,0.639,1433,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,814,0.427,1433,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,814,0.41,1433,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,814,0.476,1433,,
64,39,25,0.9013190713482481,0.962051282051282,0.9781730355373436,0.9471794871794872,0.9620253164556962,0.9467894467146624,0.9744,0.92,38,23,2,1,RandomForest,815,0.639,1434,0.95,0.9583
64,39,25,0.8375119980826662,0.9446153846153846,0.9647191609805962,0.9215384615384616,0.935064935064935,0.9215371773459654,0.9231,0.92,36,23,2,3,LightGBM,815,0.427,1434,0.9474,0.8846
64,39,25,0.804638425803917,0.9487179487179487,0.9713831213831216,0.8871794871794871,0.926829268292683,0.882885711452609,0.9744,0.8,38,20,5,1,XGBoost,815,0.41,1434,0.8837,0.9524
64,39,25,0.8375119980826662,0.9579487179487179,0.9757757327744718,0.9215384615384616,0.935064935064935,0.9215371773459654,0.9231,0.92,36,23,2,3,CatBoost,815,0.476,1434,0.9474,0.8846
4,4,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,840,0.573,1498,,
4,4,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,840,0.378,1498,,
4,4,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,840,0.492,1498,,
4,4,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,840,0.394,1498,,
3,1,2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0,2,0,1,RandomForest,847,0.573,1502,0.0,0.6667
3,1,2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0,2,0,1,LightGBM,847,0.378,1502,0.0,0.6667
3,1,2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0,2,0,1,XGBoost,847,0.476,1502,0.0,0.6667
3,1,2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0,2,0,1,CatBoost,847,0.394,1502,0.0,0.6667
8,4,4,0.2581988897471611,0.875,0.9,0.625,0.5714285714285714,0.6123724356957945,0.5,0.75,2,3,1,2,RandomForest,848,0.573,1505,0.6667,0.6
8,4,4,0.7745966692414834,1.0,1.0,0.875,0.8888888888888888,0.8660254037844386,1.0,0.75,4,3,1,0,LightGBM,848,0.378,1505,0.8,1.0
8,4,4,0.7745966692414834,1.0,1.0,0.875,0.8888888888888888,0.8660254037844386,1.0,0.75,4,3,1,0,XGBoost,848,0.476,1505,0.8,1.0
8,4,4,0.7745966692414834,0.75,0.6916666666666667,0.875,0.8888888888888888,0.8660254037844386,1.0,0.75,4,3,1,0,CatBoost,848,0.394,1505,0.8,1.0
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,852,0.541,1513,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,852,0.378,1513,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,852,0.476,1513,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,852,0.394,1513,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,853,0.541,1515,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,853,0.378,1515,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,853,0.476,1515,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,853,0.394,1515,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,854,0.541,1516,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,854,0.378,1516,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,854,0.476,1516,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,854,0.394,1516,,
5,1,4,-0.25,0.5,0.3333333333333333,0.375,0.0,0.0,0.0,0.75,0,3,1,1,RandomForest,855,0.524,1518,0.0,0.75
5,1,4,-0.25,0.25,0.25,0.375,0.0,0.0,0.0,0.75,0,3,1,1,LightGBM,855,0.378,1518,0.0,0.75
5,1,4,-0.4082482904638631,0.5,0.3333333333333333,0.25,0.0,0.0,0.0,0.5,0,2,2,1,XGBoost,855,0.476,1518,0.0,0.6667
5,1,4,-0.4082482904638631,0.25,0.25,0.25,0.0,0.0,0.0,0.5,0,2,2,1,CatBoost,855,0.394,1518,0.0,0.6667
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,859,0.524,1523,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,859,0.378,1523,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,859,0.508,1523,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,859,0.41,1523,,
20,8,12,0.47075654176200415,0.8541666666666665,0.8328754578754579,0.7291666666666667,0.6666666666666666,0.7216878364870323,0.625,0.8333,5,10,2,3,RandomForest,876,0.524,1524,0.7143,0.7692
20,8,12,0.5790660241435861,0.8333333333333333,0.8217261904761906,0.7708333333333333,0.7142857142857143,0.7569125885243729,0.625,0.9167,5,11,1,3,LightGBM,876,0.378,1524,0.8333,0.7857
20,8,12,0.5790660241435861,0.8125,0.7339285714285715,0.7708333333333333,0.7142857142857143,0.7569125885243729,0.625,0.9167,5,11,1,3,XGBoost,876,0.508,1524,0.8333,0.7857
20,8,12,0.375,0.84375,0.8235930735930735,0.6875,0.625,0.6846531968814576,0.625,0.75,5,9,3,3,CatBoost,876,0.41,1524,0.625,0.75
78,37,41,0.6172642558118576,0.8681608437705999,0.829315681536221,0.7913645352669743,0.8089887640449438,0.7702442489446453,0.973,0.6098,36,25,16,1,RandomForest,877,0.231,1544,0.6923,0.9615
78,37,41,0.48782135766494195,0.858272907053395,0.8417221496353355,0.7442320369149638,0.7368421052631579,0.7441266398695053,0.7568,0.7317,28,30,11,9,LightGBM,877,0.329,1544,0.7179,0.7692
78,37,41,0.5155620417107909,0.8378378378378379,0.7757885504367183,0.7511535926170072,0.7164179104477612,0.7441266398695053,0.6486,0.8537,24,35,6,13,XGBoost,877,0.508,1544,0.8,0.7292
78,37,41,0.4857038109854122,0.853658536585366,0.8142928952102738,0.7402768622280818,0.7142857142857143,0.7374527235330246,0.6757,0.8049,25,33,8,12,CatBoost,877,0.459,1544,0.7576,0.7333
108,86,22,0.6575052854122622,0.9201902748414376,0.9794245886525993,0.8287526427061311,0.9302325581395349,0.8225161211526649,0.9302,0.7273,80,16,6,6,RandomForest,878,0.247,1622,0.9302,0.7273
108,86,22,0.5576916748896131,0.8504228329809724,0.9529943918536261,0.7325581395348837,0.9222222222222223,0.6946640479648301,0.9651,0.5,83,11,11,3,LightGBM,878,0.165,1622,0.883,0.7857
108,86,22,0.5576916748896131,0.895877378435518,0.9706052770516383,0.7325581395348837,0.9222222222222223,0.6946640479648301,0.9651,0.5,83,11,11,3,XGBoost,878,0.149,1622,0.883,0.7857
108,86,22,0.5420410658467963,0.9006342494714588,0.9713697889581843,0.8213530655391121,0.8589743589743589,0.8202639703001199,0.7791,0.8636,67,19,3,19,CatBoost,878,0.622,1622,0.9571,0.5
25,8,17,0.7140055472954167,0.9411764705882353,0.9128787878787878,0.8823529411764706,0.8,0.8744746321952062,1.0,0.7647,8,13,4,0,RandomForest,879,0.247,1730,0.6667,1.0
25,8,17,0.840168050416806,0.9852941176470588,0.975,0.9411764705882353,0.8888888888888888,0.9393364366277243,1.0,0.8824,8,15,2,0,LightGBM,879,0.28,1730,0.8,1.0
25,8,17,0.6011591171947755,0.9264705882352942,0.900974025974026,0.8198529411764706,0.7368421052631579,0.8179961167749047,0.875,0.7647,7,13,4,1,XGBoost,879,0.329,1730,0.6364,0.9286
25,8,17,0.6011591171947755,0.9485294117647058,0.9208333333333334,0.8198529411764706,0.7368421052631579,0.8179961167749047,0.875,0.7647,7,13,4,1,CatBoost,879,0.312,1730,0.6364,0.9286
27,9,18,0.6813851438692469,0.9691358024691359,0.9500000000000002,0.8611111111111112,0.782608695652174,0.8498365855987975,1.0,0.7222,9,13,5,0,RandomForest,883,0.247,1755,0.6429,1.0
27,9,18,0.6324555320336759,0.9567901234567902,0.9513888888888891,0.8333333333333333,0.7619047619047619,0.8314794192830981,0.8889,0.7778,8,14,4,1,LightGBM,883,0.28,1755,0.6667,0.9333
27,9,18,0.9219544457292888,0.9814814814814814,0.9626543209876544,0.9722222222222222,0.9473684210526315,0.97182531580755,1.0,0.9444,9,17,1,0,XGBoost,883,0.247,1755,0.9,1.0
27,9,18,0.7905694150420948,0.9691358024691359,0.9500000000000002,0.9166666666666667,0.8571428571428571,0.9128709291752769,1.0,0.8333,9,15,3,0,CatBoost,883,0.247,1755,0.75,1.0
26,16,10,0.15811388300841897,0.9125000000000001,0.9515453296703297,0.53125,0.11764705882352941,0.25,0.0625,1.0,1,10,0,15,RandomForest,885,0.851,1782,1.0,0.4
26,16,10,0.22821773229381923,0.6937500000000001,0.7942642364916982,0.5625,0.2222222222222222,0.3535533905932738,0.125,1.0,2,10,0,14,LightGBM,885,0.818,1782,1.0,0.4167
26,16,10,0.4330127018922193,0.85625,0.9080457940752058,0.6875,0.5454545454545454,0.6123724356957945,0.375,1.0,6,10,0,10,XGBoost,885,0.671,1782,1.0,0.5
26,16,10,0.15811388300841897,0.8812500000000001,0.9391631652661064,0.53125,0.11764705882352941,0.25,0.0625,1.0,1,10,0,15,CatBoost,885,0.867,1782,1.0,0.4
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,888,0.427,1808,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,888,0.492,1808,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,888,0.247,1808,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,888,0.541,1808,,
41,25,16,0.63802580126271,0.8925000000000001,0.9201405557594816,0.815,0.8627450980392157,0.812403840463596,0.88,0.75,22,12,4,3,RandomForest,889,0.427,1809,0.8462,0.8
41,25,16,0.6020546542991633,0.91,0.9415951256805829,0.80625,0.8333333333333334,0.806225774829855,0.8,0.8125,20,13,3,5,LightGBM,889,0.492,1809,0.8696,0.7222
41,25,16,0.744282234072562,0.9,0.9314466348466348,0.855,0.9056603773584906,0.848528137423857,0.96,0.75,24,12,4,1,XGBoost,889,0.247,1809,0.8571,0.9231
41,25,16,0.5445811486371709,0.915,0.9430087585466894,0.775,0.8163265306122449,0.7745966692414834,0.8,0.75,20,12,4,5,CatBoost,889,0.541,1809,0.8333,0.7059
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,892,0.345,1850,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,892,0.459,1850,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,892,0.263,1850,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,892,0.214,1850,,
32,17,15,0.498071218278486,0.8745098039215686,0.8908670744781021,0.7450980392156863,0.7777777777777778,0.7409585736349483,0.8235,0.6667,14,10,5,3,RandomForest,893,0.345,1851,0.7368,0.7692
32,17,15,0.5636018619766345,0.8431372549019607,0.8756552814860104,0.7823529411764706,0.7878787878787878,0.7821538888750429,0.7647,0.8,13,12,3,4,LightGBM,893,0.459,1851,0.8125,0.75
32,17,15,0.5601675975251952,0.8470588235294118,0.8797707318930921,0.7784313725490195,0.8,0.7771239081558686,0.8235,0.7333,14,11,4,3,XGBoost,893,0.263,1851,0.7778,0.7857
32,17,15,0.498071218278486,0.8666666666666667,0.8801556157980307,0.7450980392156863,0.7777777777777778,0.7409585736349483,0.8235,0.6667,14,10,5,3,CatBoost,893,0.214,1851,0.7368,0.7692
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,894,0.378,1883,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,894,0.459,1883,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,894,0.296,1883,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,894,0.149,1883,,
10,4,6,0.16666666666666666,0.7500000000000001,0.6083333333333333,0.5833333333333333,0.5,0.5773502691896257,0.5,0.6667,2,4,2,2,RandomForest,896,0.378,1884,0.5,0.6667
10,4,6,-0.2721655269759087,0.6666666666666667,0.5595238095238095,0.4166666666666667,0.0,0.0,0.0,0.8333,0,5,1,4,LightGBM,896,0.459,1884,0.0,0.5556
10,4,6,0.16666666666666666,0.7083333333333334,0.5666666666666667,0.5833333333333333,0.5,0.5773502691896257,0.5,0.6667,2,4,2,2,XGBoost,896,0.296,1884,0.5,0.6667
10,4,6,0.5345224838248488,0.7916666666666667,0.6458333333333333,0.75,0.7272727272727273,0.7071067811865476,1.0,0.5,4,3,3,0,CatBoost,896,0.149,1884,0.5714,1.0
24,13,11,0.6975894322900689,0.8531468531468531,0.867664493626032,0.8181818181818181,0.8666666666666667,0.7977240352174656,1.0,0.6364,13,7,4,0,RandomForest,898,0.149,1894,0.7647,1.0
24,13,11,0.6276459144608478,0.8951048951048951,0.8863161411238334,0.7727272727272727,0.8387096774193549,0.7385489458759964,1.0,0.5455,13,6,5,0,LightGBM,898,0.116,1894,0.7222,1.0
24,13,11,0.6693419514856722,0.7972027972027973,0.7991223331721069,0.8251748251748252,0.8571428571428571,0.8193464903987027,0.9231,0.7273,12,8,3,1,XGBoost,898,0.231,1894,0.8,0.8889
24,13,11,0.5136098017959848,0.8391608391608392,0.8504969389584776,0.7342657342657343,0.8,0.7095748751868991,0.9231,0.5455,12,6,5,1,CatBoost,898,0.149,1894,0.7059,0.8571
5,3,2,0.6123724356957946,1.0,1.0,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,RandomForest,899,0.214,1918,0.75,1.0
5,3,2,0.6123724356957946,0.8333333333333333,0.9166666666666665,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,LightGBM,899,0.214,1918,0.75,1.0
5,3,2,0.6123724356957946,1.0,1.0,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,XGBoost,899,0.182,1918,0.75,1.0
5,3,2,0.6123724356957946,1.0,1.0,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,CatBoost,899,0.198,1918,0.75,1.0
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,901,0.214,1923,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,901,0.214,1923,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,901,0.182,1923,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,901,0.198,1923,,
11,2,9,0.43033148291193524,0.8888888888888888,0.5833333333333333,0.7777777777777778,0.5,0.7453559924999299,1.0,0.5556,2,5,4,0,RandomForest,902,0.214,1924,0.3333,1.0
11,2,9,0.5163977794943223,0.8333333333333334,0.5,0.8333333333333333,0.5714285714285714,0.816496580927726,1.0,0.6667,2,6,3,0,LightGBM,902,0.214,1924,0.4,1.0
11,2,9,0.43033148291193524,0.7777777777777779,0.45,0.7777777777777778,0.5,0.7453559924999299,1.0,0.5556,2,5,4,0,XGBoost,902,0.182,1924,0.3333,1.0
11,2,9,0.3563483225498992,0.7777777777777779,0.45,0.7222222222222222,0.4444444444444444,0.6666666666666666,1.0,0.4444,2,4,5,0,CatBoost,902,0.198,1924,0.2857,1.0
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,903,0.214,1935,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,903,0.1,1935,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,903,0.165,1935,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,903,0.231,1935,,
14,2,12,0.3535533905932738,0.6666666666666666,0.26785714285714285,0.75,0.4,0.7071067811865476,1.0,0.5,2,6,6,0,RandomForest,904,0.214,1936,0.25,1.0
14,2,12,0.0,0.5833333333333333,0.2361111111111111,0.5,0.2222222222222222,0.5,0.5,0.5,1,6,6,1,LightGBM,904,0.1,1936,0.1429,0.8571
14,2,12,0.3535533905932738,0.625,0.25,0.75,0.4,0.7071067811865476,1.0,0.5,2,6,6,0,XGBoost,904,0.165,1936,0.25,1.0
14,2,12,0.19364916731037085,0.5,0.2159090909090909,0.625,0.3333333333333333,0.6123724356957945,0.5,0.75,1,9,3,1,CatBoost,904,0.231,1936,0.25,0.9
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,905,0.247,1950,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,905,0.214,1950,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,905,0.165,1950,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,905,0.231,1950,,
