cloneType,granularity,gcid1,gcid2,no_of_revision_paired,couplingStrength,latePropagationCount,dominantChangeCategory,made_pair_in_revisions,gcid1_changed_revs,gcid2_changed_revs
"Type3","Block",146,147,1,1.0000,0,"SIMILARITY_PRESERVING","[6]","[6]","[6]"
"Type3","Block",146,148,1,1.0000,0,"SIMILARITY_PRESERVING","[6]","[6]","[6]"
"Type3","Block",147,148,1,1.0000,0,"SIMILARITY_PRESERVING","[6]","[6]","[6]"
"Type3","Block",907,908,2,1.0000,0,"SIMILARITY_PRESERVING","[230, 244]","[230, 244]","[230, 244]"
"Type3","Block",984,985,1,1.0000,0,"SIMILARITY_PRESERVING","[266]","[266]","[266]"
"Type3","Block",979,980,2,0.2500,0,"SIMILARITY_PRESERVING","[259, 283]","[259, 283, 314, 732, 958, 960, 961, 1158]","[259, 283]"
"Type3","Block",154,156,4,0.1818,0,"SIMILARITY_PRESERVING","[4, 20, 41, 48]","[4, 20, 41, 48, 247, 307, 308, 341, 561, 576, 678, 679, 871, 996, 1004, 1056, 1107, 1210, 1211, 1216, 1417, 1458]","[4, 20, 41, 48]"
"Type3","Block",154,160,3,0.2609,0,"SIMILARITY_PRESERVING","[20, 41, 48]","[4, 20, 41, 48, 247, 307, 308, 341, 561, 576, 678, 679, 871, 996, 1004, 1056, 1107, 1210, 1211, 1216, 1417, 1458]","[20, 41, 48, 135, 247, 307, 308]"
"Type3","Block",154,255,4,0.1818,0,"SIMILARITY_PRESERVING","[4, 20, 41, 48]","[4, 20, 41, 48, 247, 307, 308, 341, 561, 576, 678, 679, 871, 996, 1004, 1056, 1107, 1210, 1211, 1216, 1417, 1458]","[4, 20, 41, 48]"
"Type3","Block",156,160,3,0.3750,0,"SIMILARITY_PRESERVING","[20, 41, 48]","[4, 20, 41, 48]","[20, 41, 48, 135, 247, 307, 308]"
"Type3","Block",156,255,4,1.0000,0,"SIMILARITY_PRESERVING","[4, 20, 41, 48]","[4, 20, 41, 48]","[4, 20, 41, 48]"
"Type3","Block",156,257,1,0.1000,0,"RESYNCHRONIZING","[4]","[4, 20, 41, 48]","[4, 576, 675, 678, 679, 682, 733]"
"Type3","Block",157,253,1,0.1429,0,"SIMILARITY_PRESERVING","[4]","[4, 41, 44, 87, 94, 132, 248]","[4]"
"Type3","Block",157,254,3,0.4286,0,"SIMILARITY_PRESERVING","[4, 41, 44]","[4, 41, 44, 87, 94, 132, 248]","[4, 41, 44]"
"Type3","Block",157,256,1,0.1429,0,"RESYNCHRONIZING","[4]","[4, 41, 44, 87, 94, 132, 248]","[4]"
"Type3","Block",160,255,3,0.3750,0,"SIMILARITY_PRESERVING","[20, 41, 48]","[20, 41, 48, 135, 247, 307, 308]","[4, 20, 41, 48]"
"Type3","Block",161,163,1,0.3333,0,"SIMILARITY_PRESERVING","[4]","[4]","[4, 41, 44]"
"Type3","Block",161,258,1,0.1429,0,"SIMILARITY_PRESERVING","[4]","[4]","[4, 41, 44, 87, 94, 129, 248]"
"Type3","Block",161,259,1,0.3333,0,"SIMILARITY_PRESERVING","[4]","[4]","[4, 41, 44]"
"Type3","Block",163,164,2,0.2857,0,"SIMILARITY_PRESERVING","[41, 44]","[4, 41, 44]","[41, 44, 87, 94, 129, 248]"
"Type3","Block",163,258,3,0.4286,0,"SIMILARITY_PRESERVING","[4, 41, 44]","[4, 41, 44]","[4, 41, 44, 87, 94, 129, 248]"
"Type3","Block",163,259,3,1.0000,0,"SIMILARITY_PRESERVING","[4, 41, 44]","[4, 41, 44]","[4, 41, 44]"
"Type3","Block",164,258,6,0.8571,0,"SIMILARITY_PRESERVING","[41, 44, 87, 94, 129, 248]","[41, 44, 87, 94, 129, 248]","[4, 41, 44, 87, 94, 129, 248]"
"Type3","Block",164,259,2,0.2857,0,"SIMILARITY_PRESERVING","[41, 44]","[41, 44, 87, 94, 129, 248]","[4, 41, 44]"
"Type3","Block",253,254,1,0.3333,0,"SIMILARITY_PRESERVING","[4]","[4]","[4, 41, 44]"
"Type3","Block",253,256,1,1.0000,0,"SIMILARITY_PRESERVING","[4]","[4]","[4]"
"Type3","Block",254,256,1,0.3333,0,"SIMILARITY_PRESERVING","[4]","[4, 41, 44]","[4]"
"Type3","Block",255,257,1,0.1000,0,"SIMILARITY_PRESERVING","[4]","[4, 20, 41, 48]","[4, 576, 675, 678, 679, 682, 733]"
"Type3","Block",258,259,3,0.4286,0,"SIMILARITY_PRESERVING","[4, 41, 44]","[4, 41, 44, 87, 94, 129, 248]","[4, 41, 44]"
"Type3","Block",662,663,1,1.0000,0,"SIMILARITY_PRESERVING","[72]","[72]","[72]"
"Type3","Block",662,664,1,0.2500,0,"SIMILARITY_PRESERVING","[72]","[72]","[72, 87, 94, 113]"
"Type3","Block",662,665,1,0.2500,0,"SIMILARITY_PRESERVING","[72]","[72]","[72, 87, 94, 113]"
"Type3","Block",663,664,1,0.2500,0,"SIMILARITY_PRESERVING","[72]","[72]","[72, 87, 94, 113]"
"Type3","Block",663,665,1,0.2500,0,"SIMILARITY_PRESERVING","[72]","[72]","[72, 87, 94, 113]"
"Type3","Block",664,665,4,1.0000,0,"SIMILARITY_PRESERVING","[72, 87, 94, 113]","[72, 87, 94, 113]","[72, 87, 94, 113]"
"Type3","Block",911,912,1,1.0000,0,"SIMILARITY_PRESERVING","[276]","[276]","[276]"
"Type3","Block",926,927,1,1.0000,0,"SIMILARITY_PRESERVING","[220]","[220]","[220]"
"Type3","Block",955,956,2,0.6667,0,"SIMILARITY_PRESERVING","[231, 241]","[231, 241]","[231, 241, 732]"
"Type3","Block",963,964,2,1.0000,0,"SIMILARITY_PRESERVING","[241, 259]","[241, 259]","[241, 259]"
"Type3","Block",165,166,1,0.2000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 110, 205]"
"Type3","Block",165,167,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",165,168,1,0.2000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 110, 205]"
"Type3","Block",166,167,1,0.2000,0,"SIMILARITY_PRESERVING","[41]","[41, 87, 94, 110, 205]","[41]"
"Type3","Block",166,168,5,1.0000,0,"SIMILARITY_PRESERVING","[41, 87, 94, 110, 205]","[41, 87, 94, 110, 205]","[41, 87, 94, 110, 205]"
"Type3","Block",167,168,1,0.2000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 110, 205]"
"Type3","Block",666,667,1,0.3333,0,"SIMILARITY_PRESERVING","[53]","[53]","[53, 100, 280]"
"Type3","Block",666,668,1,0.3333,0,"SIMILARITY_PRESERVING","[53]","[53]","[53, 100, 280]"
"Type3","Block",666,669,1,1.0000,0,"SIMILARITY_PRESERVING","[53]","[53]","[53]"
"Type3","Block",667,668,3,1.0000,0,"SIMILARITY_PRESERVING","[53, 100, 280]","[53, 100, 280]","[53, 100, 280]"
"Type3","Block",667,669,1,0.3333,0,"SIMILARITY_PRESERVING","[53]","[53, 100, 280]","[53]"
"Type3","Block",668,669,1,0.3333,0,"SIMILARITY_PRESERVING","[53]","[53, 100, 280]","[53]"
"Type3","Block",928,929,1,1.0000,0,"SIMILARITY_PRESERVING","[231]","[231]","[231]"
"Type3","Block",957,958,12,1.0000,0,"SIMILARITY_PRESERVING","[231, 241, 252, 259, 283, 314, 418, 732, 957, 958, 961, 1158]","[231, 241, 252, 259, 283, 314, 418, 732, 957, 958, 961, 1158]","[231, 241, 252, 259, 283, 314, 418, 732, 957, 958, 961, 1158]"
"Type3","Block",965,966,4,1.0000,0,"SIMILARITY_PRESERVING","[241, 256, 259, 309]","[241, 256, 259, 309]","[241, 256, 259, 309]"
"Type3","Block",170,171,1,1.0000,0,"SIMILARITY_PRESERVING","[210]","[210]","[210]"
"Type3","Block",170,173,1,1.0000,0,"SIMILARITY_PRESERVING","[210]","[210]","[210]"
"Type3","Block",171,173,1,1.0000,0,"SIMILARITY_PRESERVING","[210]","[210]","[210]"
"Type3","Block",613,614,2,1.0000,0,"SIMILARITY_PRESERVING","[43, 44]","[43, 44]","[43, 44]"
"Type3","Block",613,615,2,0.5000,0,"SIMILARITY_PRESERVING","[43, 44]","[43, 44]","[43, 44, 253, 254]"
"Type3","Block",613,616,2,0.5000,0,"SIMILARITY_PRESERVING","[43, 44]","[43, 44]","[43, 44, 253, 254]"
"Type3","Block",614,615,2,0.5000,0,"SIMILARITY_PRESERVING","[43, 44]","[43, 44]","[43, 44, 253, 254]"
"Type3","Block",614,616,2,0.5000,0,"SIMILARITY_PRESERVING","[43, 44]","[43, 44]","[43, 44, 253, 254]"
"Type3","Block",615,616,4,1.0000,0,"SIMILARITY_PRESERVING","[43, 44, 253, 254]","[43, 44, 253, 254]","[43, 44, 253, 254]"
"Type3","Block",930,931,4,1.0000,0,"SIMILARITY_PRESERVING","[215, 217, 220, 230]","[215, 217, 220, 230]","[215, 217, 220, 230]"
"Type3","Block",175,180,1,0.1429,0,"SIMILARITY_PRESERVING","[30]","[30]","[30, 87, 201, 207, 208, 210, 211]"
"Type3","Block",176,178,3,0.5000,0,"SIMILARITY_PRESERVING","[30, 208, 210]","[30, 208, 210, 222, 284]","[7, 30, 208, 210]"
"Type3","Block",176,179,1,0.1667,0,"SIMILARITY_PRESERVING","[30]","[30, 208, 210, 222, 284]","[7, 30]"
"Type3","Block",178,179,2,0.5000,0,"SIMILARITY_PRESERVING","[7, 30]","[7, 30, 208, 210]","[7, 30]"
"Type3","Block",934,935,1,1.0000,0,"SIMILARITY_PRESERVING","[222]","[222]","[222]"
"Type3","Block",947,948,3,0.3333,0,"SIMILARITY_PRESERVING","[230, 241, 256]","[230, 241, 256, 312, 362, 511, 769, 771, 957]","[230, 241, 256]"
"Type3","Block",1026,1027,1,1.0000,0,"SIMILARITY_PRESERVING","[309]","[309]","[309]"
"Type3","Block",181,182,3,0.2143,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211, 220, 222, 252, 284]"
"Type3","Block",181,183,3,0.3000,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211]"
"Type3","Block",181,184,3,0.3333,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16]","[4, 7, 16, 30, 87, 208, 210, 222, 284]"
"Type3","Block",181,185,3,0.7500,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16]","[4, 7, 16, 30]"
"Type3","Block",181,186,3,0.6000,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16]","[4, 7, 16, 30, 208]"
"Type3","Block",182,185,4,0.2857,0,"SIMILARITY_PRESERVING","[4, 7, 16, 30]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211, 220, 222, 252, 284]","[4, 7, 16, 30]"
"Type3","Block",182,186,5,0.3571,0,"SIMILARITY_PRESERVING","[4, 7, 16, 30, 208]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211, 220, 222, 252, 284]","[4, 7, 16, 30, 208]"
"Type3","Block",183,184,7,0.5833,1,"SIMILARITY_PRESERVING","[4, 7, 16, 30, 87, 208, 210]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211]","[4, 7, 16, 30, 87, 208, 210, 222, 284]"
"Type3","Block",183,185,3,0.4000,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211]","[4, 7, 16, 30]"
"Type3","Block",183,186,3,0.5000,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16, 30, 87, 201, 207, 208, 210, 211]","[4, 7, 16, 30, 208]"
"Type3","Block",184,185,3,0.4444,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16, 30, 87, 208, 210, 222, 284]","[4, 7, 16, 30]"
"Type3","Block",184,186,3,0.5556,0,"SIMILARITY_PRESERVING","[4, 7, 16]","[4, 7, 16, 30, 87, 208, 210, 222, 284]","[4, 7, 16, 30, 208]"
"Type3","Block",185,186,4,0.8000,0,"SIMILARITY_PRESERVING","[4, 7, 16, 30]","[4, 7, 16, 30]","[4, 7, 16, 30, 208]"
"Type3","Block",861,862,1,1.0000,0,"SIMILARITY_PRESERVING","[267]","[267]","[267]"
"Type3","Block",967,968,3,1.0000,0,"SIMILARITY_PRESERVING","[252, 265, 276]","[252, 265, 276]","[252, 265, 276]"
"Type3","Block",187,188,5,0.5000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]"
"Type3","Block",187,189,5,0.6250,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",187,190,5,0.5000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]"
"Type3","Block",187,191,5,1.0000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]"
"Type3","Block",187,192,5,0.6250,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",188,189,8,0.8000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",188,190,10,1.0000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]"
"Type3","Block",188,191,5,0.5000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33]"
"Type3","Block",188,192,8,0.8000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",189,190,8,0.8000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]"
"Type3","Block",189,191,5,0.6250,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33]"
"Type3","Block",189,192,8,1.0000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",190,191,5,0.5000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33]"
"Type3","Block",190,192,8,0.8000,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33, 87, 146, 208]","[14, 16, 18, 20, 33, 87, 146, 208, 222, 223]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",191,192,5,0.6250,0,"SIMILARITY_PRESERVING","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33]","[14, 16, 18, 20, 33, 87, 146, 208]"
"Type3","Block",863,864,1,1.0000,0,"SIMILARITY_PRESERVING","[247]","[247]","[247]"
"Type3","Block",959,960,2,1.0000,0,"SIMILARITY_PRESERVING","[241, 256]","[241, 256]","[241, 256]"
"Type3","Block",969,970,1,0.3333,0,"SIMILARITY_PRESERVING","[252]","[252, 276, 473]","[252]"
"Type3","Block",1052,1054,1,1.0000,0,"SIMILARITY_PRESERVING","[456]","[456]","[456]"
"Type3","Block",1220,1221,1,0.5000,0,"SIMILARITY_PRESERVING","[1475]","[1475]","[1229, 1475]"
"Type3","Block",193,194,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",193,195,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",193,196,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",193,197,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",193,198,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",194,195,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",194,196,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",194,197,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",194,198,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",195,196,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",195,197,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",195,198,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",196,197,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",196,198,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",197,198,1,1.0000,0,"SIMILARITY_PRESERVING","[14]","[14]","[14]"
"Type3","Block",284,285,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",284,286,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",284,287,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",284,288,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",284,289,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",285,286,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",285,287,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",285,288,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",285,289,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",286,287,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",286,288,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",286,289,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",287,288,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",287,289,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",288,289,1,1.0000,0,"SIMILARITY_PRESERVING","[7]","[7]","[7]"
"Type3","Block",971,972,2,1.0000,0,"SIMILARITY_PRESERVING","[252, 265]","[252, 265]","[252, 265]"
"Type3","Block",199,200,9,0.7500,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]"
"Type3","Block",199,201,9,0.6429,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]"
"Type3","Block",199,202,9,0.6429,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]"
"Type3","Block",199,203,9,0.7500,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]"
"Type3","Block",199,204,9,1.0000,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72]"
"Type3","Block",200,201,12,0.8571,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]"
"Type3","Block",200,202,12,0.8571,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]"
"Type3","Block",200,203,12,1.0000,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]"
"Type3","Block",200,204,9,0.7500,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72]"
"Type3","Block",201,202,14,1.0000,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]"
"Type3","Block",201,203,12,0.8571,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]"
"Type3","Block",201,204,9,0.6429,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]","[16, 20, 22, 24, 26, 33, 35, 41, 72]"
"Type3","Block",202,203,12,0.8571,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]"
"Type3","Block",202,204,9,0.6429,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144, 223, 281]","[16, 20, 22, 24, 26, 33, 35, 41, 72]"
"Type3","Block",203,204,9,0.7500,0,"SIMILARITY_PRESERVING","[16, 20, 22, 24, 26, 33, 35, 41, 72]","[16, 20, 22, 24, 26, 33, 35, 41, 72, 87, 94, 144]","[16, 20, 22, 24, 26, 33, 35, 41, 72]"
"Type3","Block",323,324,1,1.0000,0,"SIMILARITY_PRESERVING","[18]","[18]","[18]"
"Type3","Block",323,325,1,1.0000,0,"SIMILARITY_PRESERVING","[18]","[18]","[18]"
"Type3","Block",323,326,1,1.0000,0,"SIMILARITY_PRESERVING","[18]","[18]","[18]"
"Type3","Block",324,325,1,1.0000,0,"SIMILARITY_PRESERVING","[18]","[18]","[18]"
"Type3","Block",324,326,1,1.0000,0,"SIMILARITY_PRESERVING","[18]","[18]","[18]"
"Type3","Block",325,326,1,1.0000,0,"SIMILARITY_PRESERVING","[18]","[18]","[18]"
"Type3","Block",973,974,1,0.1667,0,"SIMILARITY_PRESERVING","[265]","[265]","[265, 716, 802, 812, 853, 986]"
"Type3","Block",205,206,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",205,207,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",205,208,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",206,207,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",206,208,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",207,208,3,1.0000,0,"SIMILARITY_PRESERVING","[41, 94, 248]","[41, 94, 248]","[41, 94, 248]"
"Type3","Block",209,210,2,0.5000,0,"SIMILARITY_PRESERVING","[6, 41]","[6, 41, 94, 248]","[6, 41]"
"Type3","Block",209,211,2,0.5000,0,"SIMILARITY_PRESERVING","[6, 41]","[6, 41, 94, 248]","[6, 41]"
"Type3","Block",209,212,4,0.6667,0,"SIMILARITY_PRESERVING","[6, 41, 94, 248]","[6, 41, 94, 248]","[6, 41, 94, 248, 756, 758]"
"Type3","Block",210,211,2,1.0000,0,"SIMILARITY_PRESERVING","[6, 41]","[6, 41]","[6, 41]"
"Type3","Block",210,212,2,0.3333,0,"SIMILARITY_PRESERVING","[6, 41]","[6, 41]","[6, 41, 94, 248, 756, 758]"
"Type3","Block",211,212,2,0.3333,0,"SIMILARITY_PRESERVING","[6, 41]","[6, 41]","[6, 41, 94, 248, 756, 758]"
"Type3","Block",213,214,3,0.2727,0,"SIMILARITY_PRESERVING","[7, 31, 41]","[7, 31, 41, 94, 268, 756, 758, 1096, 1210, 1221, 1222]","[7, 31, 41]"
"Type3","Block",213,215,3,0.2727,0,"SIMILARITY_PRESERVING","[7, 31, 41]","[7, 31, 41, 94, 268, 756, 758, 1096, 1210, 1221, 1222]","[7, 31, 41]"
"Type3","Block",213,216,5,0.4545,0,"SIMILARITY_PRESERVING","[7, 31, 41, 94, 268]","[7, 31, 41, 94, 268, 756, 758, 1096, 1210, 1221, 1222]","[7, 31, 41, 94, 268]"
"Type3","Block",214,215,3,1.0000,0,"SIMILARITY_PRESERVING","[7, 31, 41]","[7, 31, 41]","[7, 31, 41]"
"Type3","Block",214,216,3,0.6000,0,"SIMILARITY_PRESERVING","[7, 31, 41]","[7, 31, 41]","[7, 31, 41, 94, 268]"
"Type3","Block",215,216,3,0.6000,0,"SIMILARITY_PRESERVING","[7, 31, 41]","[7, 31, 41]","[7, 31, 41, 94, 268]"
"Type3","Block",523,524,1,0.1111,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278, 405, 430, 756, 866]"
"Type3","Block",523,525,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",523,526,1,0.1111,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278, 405, 430, 756, 866]"
"Type3","Block",524,525,1,0.1111,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278, 405, 430, 756, 866]","[48]"
"Type3","Block",524,526,9,1.0000,0,"SIMILARITY_PRESERVING","[48, 87, 108, 128, 278, 405, 430, 756, 866]","[48, 87, 108, 128, 278, 405, 430, 756, 866]","[48, 87, 108, 128, 278, 405, 430, 756, 866]"
"Type3","Block",525,526,1,0.1111,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278, 405, 430, 756, 866]"
