n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,model,Revision,threshold,train_size,TP,TN,FP,FN,sensitivity,specificity
6,3,3,0.4472135954999579,0.5555555555555556,0.7222222222222222,0.6666666666666666,0.5,0.5773502691896257,RandomForest,763,0.394,1035,1.0,3.0,0.0,2.0,0.3333,1.0
6,3,3,0.4472135954999579,1.0,1.0,0.6666666666666666,0.5,0.5773502691896257,LightGBM,763,0.116,1035,1.0,3.0,0.0,2.0,0.3333,1.0
6,3,3,0.4472135954999579,1.0,1.0,0.6666666666666666,0.5,0.5773502691896257,XGBoost,763,0.753,1035,1.0,3.0,0.0,2.0,0.3333,1.0
6,3,3,0.4472135954999579,0.7777777777777778,0.8666666666666667,0.6666666666666666,0.5,0.5773502691896257,CatBoost,763,0.198,1035,1.0,3.0,0.0,2.0,0.3333,1.0
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,770,0.394,1041,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,770,0.116,1041,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,770,0.753,1041,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,770,0.198,1041,,,,,,
4,1,3,0.0,1.0,1.0,0.5,0.4,0.0,RandomForest,774,0.28,1043,1.0,0.0,3.0,0.0,1.0,0.0
4,1,3,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5773502691896257,LightGBM,774,0.116,1043,1.0,1.0,2.0,0.0,1.0,0.3333
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,774,0.818,1043,1.0,3.0,0.0,0.0,1.0,1.0
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,774,0.72,1043,1.0,3.0,0.0,0.0,1.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,RandomForest,776,0.394,1047,1.0,0.0,1.0,0.0,1.0,0.0
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,LightGBM,776,0.41,1047,1.0,0.0,1.0,0.0,1.0,0.0
2,1,1,0.0,0.0,0.5,0.5,0.6666666666666666,0.0,XGBoost,776,0.818,1047,1.0,0.0,1.0,0.0,1.0,0.0
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,CatBoost,776,0.72,1047,1.0,0.0,1.0,0.0,1.0,0.0
7,3,4,0.3535533905932738,1.0,1.0,0.625,0.6666666666666666,0.5,RandomForest,777,0.394,1049,3.0,1.0,3.0,0.0,1.0,0.25
7,3,4,0.3535533905932738,0.75,0.6388888888888888,0.625,0.6666666666666666,0.5,LightGBM,777,0.41,1049,3.0,1.0,3.0,0.0,1.0,0.25
7,3,4,0.3535533905932738,1.0,1.0,0.625,0.6666666666666666,0.5,XGBoost,777,0.818,1049,3.0,1.0,3.0,0.0,1.0,0.25
7,3,4,0.3535533905932738,1.0,1.0,0.625,0.6666666666666666,0.5,CatBoost,777,0.72,1049,3.0,1.0,3.0,0.0,1.0,0.25
9,3,6,0.25,0.8333333333333334,0.7555555555555555,0.5833333333333334,0.5454545454545454,0.408248290463863,RandomForest,785,0.394,1056,3.0,1.0,5.0,0.0,1.0,0.1667
9,3,6,0.5,0.8333333333333333,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,LightGBM,785,0.835,1056,3.0,3.0,3.0,0.0,1.0,0.5
9,3,6,0.7905694150420948,0.9444444444444444,0.9166666666666665,0.9166666666666667,0.8571428571428571,0.9128709291752769,XGBoost,785,0.818,1056,3.0,5.0,1.0,0.0,1.0,0.8333
9,3,6,0.5,0.7777777777777778,0.7222222222222222,0.75,0.6666666666666666,0.7071067811865476,CatBoost,785,0.72,1056,3.0,3.0,3.0,0.0,1.0,0.5
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,786,0.394,1065,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,786,0.835,1065,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,786,0.818,1065,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,786,0.72,1065,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,787,0.394,1066,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,787,0.835,1066,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,787,0.818,1066,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,787,0.72,1066,,,,,,
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,789,0.72,1067,2.0,1.0,0.0,0.0,1.0,1.0
3,2,1,0.5,0.5,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,LightGBM,789,0.835,1067,1.0,1.0,0.0,1.0,0.5,1.0
3,2,1,0.5,0.5,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,XGBoost,789,0.818,1067,1.0,1.0,0.0,1.0,0.5,1.0
3,2,1,0.5,0.5,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,CatBoost,789,0.72,1067,1.0,1.0,0.0,1.0,0.5,1.0
30,3,27,0.8017837257372732,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,RandomForest,791,0.737,1070,2.0,27.0,0.0,1.0,0.6667,1.0
30,3,27,0.5091750772173156,0.9753086419753086,0.8666666666666667,0.8888888888888888,0.5,0.8819171036881969,LightGBM,791,0.41,1070,3.0,21.0,6.0,0.0,1.0,0.7778
30,3,27,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,791,0.818,1070,3.0,27.0,0.0,0.0,1.0,1.0
30,3,27,0.6666666666666666,1.0,1.0,0.9444444444444444,0.6666666666666666,0.9428090415820634,CatBoost,791,0.72,1070,3.0,24.0,3.0,0.0,1.0,0.8889
30,3,27,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,793,0.72,1100,3.0,27.0,0.0,0.0,1.0,1.0
30,3,27,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,793,0.835,1100,3.0,27.0,0.0,0.0,1.0,1.0
30,3,27,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,793,0.818,1100,3.0,27.0,0.0,0.0,1.0,1.0
30,3,27,0.8017837257372732,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,CatBoost,793,0.9,1100,2.0,27.0,0.0,1.0,0.6667,1.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,795,0.72,1130,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,795,0.835,1130,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,795,0.818,1130,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,795,0.867,1130,,,,,,
24,3,21,0.7977240352174656,0.9841269841269841,0.9166666666666666,0.8333333333333333,0.8,0.816496580927726,RandomForest,797,0.72,1131,2.0,21.0,0.0,1.0,0.6667,1.0
24,3,21,0.7977240352174656,0.9841269841269841,0.9166666666666666,0.8333333333333333,0.8,0.816496580927726,LightGBM,797,0.835,1131,2.0,21.0,0.0,1.0,0.6667,1.0
24,3,21,0.7977240352174656,0.9841269841269841,0.9166666666666666,0.8333333333333333,0.8,0.816496580927726,XGBoost,797,0.818,1131,2.0,21.0,0.0,1.0,0.6667,1.0
24,3,21,0.7977240352174656,0.9841269841269841,0.9166666666666666,0.8333333333333333,0.8,0.816496580927726,CatBoost,797,0.867,1131,2.0,21.0,0.0,1.0,0.6667,1.0
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,798,0.72,1155,1.0,10.0,0.0,0.0,1.0,1.0
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,798,0.835,1155,1.0,10.0,0.0,0.0,1.0,1.0
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,798,0.818,1155,1.0,10.0,0.0,0.0,1.0,1.0
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,798,0.867,1155,1.0,10.0,0.0,0.0,1.0,1.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,799,0.72,1166,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,799,0.835,1166,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,799,0.818,1166,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,799,0.884,1166,,,,,,
24,2,22,0.6915640748081247,0.9545454545454545,0.75,0.75,0.6666666666666666,0.7071067811865476,RandomForest,800,0.72,1167,1.0,22.0,0.0,1.0,0.5,1.0
24,2,22,0.6915640748081247,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,LightGBM,800,0.835,1167,1.0,22.0,0.0,1.0,0.5,1.0
24,2,22,0.6915640748081247,0.9772727272727273,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,XGBoost,800,0.818,1167,1.0,22.0,0.0,1.0,0.5,1.0
24,2,22,0.6915640748081247,0.9545454545454545,0.75,0.75,0.6666666666666666,0.7071067811865476,CatBoost,800,0.884,1167,1.0,22.0,0.0,1.0,0.5,1.0
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,805,0.72,1191,2.0,1.0,0.0,0.0,1.0,1.0
3,2,1,0.0,1.0,1.0,0.5,0.8,0.0,LightGBM,805,0.835,1191,2.0,0.0,1.0,0.0,1.0,0.0
3,2,1,0.0,1.0,1.0,0.5,0.8,0.0,XGBoost,805,0.818,1191,2.0,0.0,1.0,0.0,1.0,0.0
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,805,0.884,1191,2.0,1.0,0.0,0.0,1.0,1.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,806,0.72,1194,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,806,0.835,1194,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,806,0.818,1194,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,806,0.884,1194,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,808,0.72,1195,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,808,0.835,1195,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,808,0.818,1195,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,808,0.884,1195,,,,,,
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,809,0.72,1196,1.0,13.0,0.0,0.0,1.0,1.0
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,809,0.835,1196,1.0,13.0,0.0,0.0,1.0,1.0
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,809,0.818,1196,1.0,13.0,0.0,0.0,1.0,1.0
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,809,0.884,1196,1.0,13.0,0.0,0.0,1.0,1.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,813,0.72,1210,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,813,0.835,1210,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,813,0.818,1210,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,813,0.884,1210,,,,,,
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,816,0.72,1211,2.0,1.0,0.0,0.0,1.0,1.0
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,816,0.835,1211,2.0,1.0,0.0,0.0,1.0,1.0
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,816,0.818,1211,2.0,1.0,0.0,0.0,1.0,1.0
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,816,0.884,1211,2.0,1.0,0.0,0.0,1.0,1.0
