revision,gcid1,gcid2,classId,similarity,classSize,sim_bucket,class_bucket,sameFile,depth,dep_label
137,74,169,48,70,6,<=70,6-10,0,1,0
137,75,168,48,70,6,<=70,6-10,0,1,0
137,75,169,48,70,6,<=70,6-10,0,1,0
137,76,168,48,70,6,<=70,6-10,0,1,0
137,76,169,48,70,6,<=70,6-10,0,1,0
137,168,169,48,75,6,71-80,6-10,1,0,1
137,62,167,53,75,8,71-80,6-10,0,1,0
137,144,167,53,85,8,81-90,6-10,0,1,0
137,145,167,53,85,8,81-90,6-10,0,1,0
139,74,168,48,70,6,<=70,6-10,0,1,0
139,74,169,48,70,6,<=70,6-10,0,1,0
139,75,168,48,70,6,<=70,6-10,0,1,0
139,75,169,48,70,6,<=70,6-10,0,1,0
139,76,168,48,70,6,<=70,6-10,0,1,0
139,76,169,48,70,6,<=70,6-10,0,1,0
139,168,169,48,75,6,71-80,6-10,1,0,1
139,149,155,105,83,3,81-90,3-5,0,1,0
139,155,156,105,83,3,81-90,3-5,1,0,0
139,157,158,111,80,2,71-80,2 (pair),1,0,1
139,94,159,112,75,3,71-80,3-5,0,1,0
139,95,159,112,75,3,71-80,3-5,0,1,0
139,160,161,113,100,2,96-100,2 (pair),1,0,1
139,162,163,114,100,2,96-100,2 (pair),1,0,0
150,6,9,4,83,5,81-90,3-5,0,1,0
150,7,9,4,83,5,81-90,3-5,0,1,0
150,8,9,4,80,5,71-80,3-5,0,1,0
150,9,175,4,88,5,81-90,3-5,1,0,1
156,10,16,1,70,34,<=70,21+,0,1,0
156,11,16,1,70,34,<=70,21+,0,1,0
156,13,16,1,70,34,<=70,21+,0,1,0
156,15,16,1,70,34,<=70,21+,0,1,0
156,16,17,1,70,34,<=70,21+,0,1,0
156,16,20,1,70,34,<=70,21+,0,1,0
156,16,22,1,70,34,<=70,21+,0,1,0
156,16,24,1,70,34,<=70,21+,0,1,0
156,16,25,1,70,34,<=70,21+,0,1,0
156,16,26,1,70,34,<=70,21+,0,1,0
156,16,27,1,70,34,<=70,21+,0,1,0
156,16,28,1,70,34,<=70,21+,0,1,0
156,16,29,1,70,34,<=70,21+,0,1,0
156,16,30,1,70,34,<=70,21+,0,1,0
156,16,154,1,70,34,<=70,21+,0,1,0
156,16,174,1,70,34,<=70,21+,0,1,0
156,31,35,9,100,6,96-100,6-10,0,1,0
156,31,176,9,100,6,96-100,6-10,0,1,0
156,32,35,9,100,6,96-100,6-10,0,1,0
156,32,176,9,100,6,96-100,6-10,0,1,0
156,35,37,9,72,6,71-80,6-10,0,1,0
156,35,176,9,72,6,71-80,6-10,1,0,1
156,37,176,9,72,6,71-80,6-10,0,1,0
161,180,181,16,75,7,71-80,6-10,0,1,0
163,180,181,16,75,7,71-80,6-10,0,1,0
163,85,86,38,71,40,71-80,21+,0,1,0
163,85,87,38,71,40,71-80,21+,0,1,0
163,85,88,38,71,40,71-80,21+,0,1,0
163,85,117,38,71,40,71-80,21+,0,1,0
163,86,87,38,71,40,71-80,21+,0,1,1
163,86,88,38,71,40,71-80,21+,0,1,1
163,86,116,38,71,40,71-80,21+,1,0,0
163,86,117,38,71,40,71-80,21+,1,0,1
163,87,88,38,71,40,71-80,21+,1,0,1
163,87,116,38,71,40,71-80,21+,0,1,0
163,87,117,38,71,40,71-80,21+,0,1,1
163,88,116,38,71,40,71-80,21+,0,1,0
163,88,117,38,71,40,71-80,21+,0,1,1
163,116,117,38,71,40,71-80,21+,1,0,0
163,118,119,91,75,4,71-80,3-5,1,0,1
163,124,125,94,91,2,91-95,2 (pair),1,0,1
163,149,155,105,83,3,81-90,3-5,0,1,1
163,149,156,105,83,3,81-90,3-5,0,1,0
163,155,156,105,83,3,81-90,3-5,1,0,0
163,110,111,106,75,2,71-80,2 (pair),0,1,0
163,150,151,107,100,2,96-100,2 (pair),1,0,1
163,136,139,109,83,2,81-90,2 (pair),1,0,0
163,152,153,110,80,3,71-80,3-5,1,0,1
163,94,159,112,75,3,71-80,3-5,0,1,0
163,95,159,112,75,3,71-80,3-5,0,1,0
163,160,161,113,100,2,96-100,2 (pair),1,0,1
163,182,183,116,100,2,96-100,2 (pair),1,0,1
187,10,30,1,70,34,<=70,21+,0,1,0
187,11,30,1,70,34,<=70,21+,0,1,0
187,13,30,1,70,34,<=70,21+,0,1,0
187,15,30,1,70,34,<=70,21+,0,1,0
187,16,30,1,70,34,<=70,21+,0,1,0
187,17,30,1,70,34,<=70,21+,0,1,0
187,20,30,1,70,34,<=70,21+,0,1,0
187,22,30,1,70,34,<=70,21+,0,1,0
187,24,30,1,70,34,<=70,21+,0,1,0
187,25,30,1,70,34,<=70,21+,0,1,0
187,26,30,1,70,34,<=70,21+,0,1,0
187,27,30,1,70,34,<=70,21+,0,1,0
187,28,30,1,70,34,<=70,21+,0,1,0
187,29,30,1,70,34,<=70,21+,0,1,0
187,30,154,1,70,34,<=70,21+,0,1,0
187,30,174,1,70,34,<=70,21+,0,1,0
187,30,184,1,70,34,<=70,21+,0,1,0
187,6,7,4,83,5,81-90,3-5,0,1,0
187,7,8,4,83,5,81-90,3-5,0,1,0
187,180,181,16,75,7,71-80,6-10,0,1,0
187,85,86,38,71,40,71-80,21+,0,1,0
187,85,116,38,71,40,71-80,21+,0,1,0
187,85,117,38,71,40,71-80,21+,0,1,0
187,86,87,38,71,40,71-80,21+,0,1,0
187,86,88,38,71,40,71-80,21+,0,1,0
187,86,116,38,71,40,71-80,21+,1,0,1
187,86,117,38,71,40,71-80,21+,1,0,1
187,87,116,38,71,40,71-80,21+,0,1,0
187,87,117,38,71,40,71-80,21+,0,1,0
187,88,116,38,71,40,71-80,21+,0,1,0
187,88,117,38,71,40,71-80,21+,0,1,0
187,116,117,38,71,40,71-80,21+,1,0,1
187,112,113,90,100,4,96-100,3-5,1,0,0
187,112,114,90,100,4,96-100,3-5,1,0,0
187,112,115,90,100,4,96-100,3-5,1,0,0
187,118,119,91,75,4,71-80,3-5,1,0,1
188,72,73,29,75,13,71-80,11-20,1,0,0
190,85,87,38,71,40,71-80,21+,0,1,0
190,85,88,38,71,40,71-80,21+,0,1,0
190,86,87,38,71,40,71-80,21+,0,1,0
190,86,88,38,71,40,71-80,21+,0,1,0
190,87,88,38,71,40,71-80,21+,1,0,1
190,87,116,38,71,40,71-80,21+,0,1,0
190,87,117,38,71,40,71-80,21+,0,1,0
190,88,116,38,71,40,71-80,21+,0,1,0
190,88,117,38,71,40,71-80,21+,0,1,0
190,150,151,107,100,2,96-100,2 (pair),1,0,1
190,134,135,108,75,2,71-80,2 (pair),1,0,1
190,136,139,109,83,2,81-90,2 (pair),1,0,1
190,152,153,110,80,3,71-80,3-5,1,0,1
190,152,187,110,80,3,71-80,3-5,1,0,1
190,153,187,110,80,3,71-80,3-5,1,0,1
197,10,174,1,70,34,<=70,21+,0,1,0
197,11,174,1,70,34,<=70,21+,0,1,0
197,13,174,1,70,34,<=70,21+,0,1,0
197,15,174,1,70,34,<=70,21+,0,1,0
197,16,174,1,70,34,<=70,21+,0,1,0
197,17,174,1,70,34,<=70,21+,0,1,0
197,20,174,1,70,34,<=70,21+,0,1,0
197,22,174,1,70,34,<=70,21+,0,1,0
197,24,174,1,70,34,<=70,21+,0,1,0
197,25,174,1,70,34,<=70,21+,0,1,0
197,26,174,1,70,34,<=70,21+,0,1,0
197,27,174,1,70,34,<=70,21+,0,1,0
197,28,174,1,70,34,<=70,21+,0,1,0
197,29,174,1,70,34,<=70,21+,0,1,0
197,30,174,1,70,34,<=70,21+,0,1,0
197,154,174,1,70,34,<=70,21+,0,1,0
197,174,184,1,70,34,<=70,21+,0,1,0
197,21,179,7,70,6,<=70,6-10,0,1,0
197,23,179,7,71,6,71-80,6-10,0,1,0
200,188,189,5,71,9,71-80,6-10,0,1,0
200,170,190,6,71,4,71-80,3-5,0,1,0
200,21,179,7,70,6,<=70,6-10,0,1,0
200,21,191,7,70,6,<=70,6-10,0,1,0
200,23,179,7,71,6,71-80,6-10,0,1,0
200,23,191,7,71,6,71-80,6-10,0,1,0
200,179,191,7,77,6,71-80,6-10,1,0,1
201,192,193,129,100,2,96-100,2 (pair),1,0,0
209,128,129,97,75,3,71-80,3-5,0,1,0
212,31,37,9,100,6,96-100,6-10,0,1,0
212,32,37,9,100,6,96-100,6-10,0,1,0
212,35,37,9,72,6,71-80,6-10,0,1,0
212,37,176,9,72,6,71-80,6-10,0,1,0
213,52,195,17,75,8,71-80,6-10,0,1,0
213,54,195,17,75,8,71-80,6-10,0,1,0
213,55,195,17,75,8,71-80,6-10,0,1,0
213,57,195,17,75,8,71-80,6-10,0,1,0
213,194,195,17,75,8,71-80,6-10,0,1,0
218,77,79,49,87,3,81-90,3-5,1,0,1
218,80,81,50,80,3,71-80,3-5,0,1,0
221,10,13,1,70,34,<=70,21+,0,1,0
221,11,13,1,70,34,<=70,21+,0,1,0
221,13,15,1,70,34,<=70,21+,0,1,0
221,13,16,1,70,34,<=70,21+,0,1,0
221,13,17,1,70,34,<=70,21+,0,1,0
221,13,20,1,70,34,<=70,21+,0,1,0
221,13,22,1,70,34,<=70,21+,0,1,0
221,13,24,1,70,34,<=70,21+,0,1,0
221,13,25,1,70,34,<=70,21+,0,1,0
221,13,26,1,70,34,<=70,21+,0,1,0
221,13,27,1,70,34,<=70,21+,0,1,0
221,13,28,1,70,34,<=70,21+,0,1,0
221,13,29,1,70,34,<=70,21+,0,1,0
221,13,30,1,70,34,<=70,21+,0,1,0
221,13,154,1,70,34,<=70,21+,0,1,0
221,13,174,1,70,34,<=70,21+,0,1,0
221,13,184,1,70,34,<=70,21+,0,1,0
221,13,197,1,70,34,<=70,21+,0,1,0
226,10,27,1,70,34,<=70,21+,0,1,0
226,11,27,1,70,34,<=70,21+,0,1,0
226,13,27,1,70,34,<=70,21+,0,1,0
226,15,27,1,70,34,<=70,21+,0,1,0
226,16,27,1,70,34,<=70,21+,0,1,0
226,17,27,1,70,34,<=70,21+,0,1,0
226,20,27,1,70,34,<=70,21+,0,1,0
226,22,27,1,70,34,<=70,21+,0,1,0
226,24,27,1,70,34,<=70,21+,0,1,0
226,25,27,1,70,34,<=70,21+,0,1,0
226,26,27,1,70,34,<=70,21+,0,1,0
226,27,28,1,70,34,<=70,21+,0,1,0
226,27,29,1,70,34,<=70,21+,0,1,0
226,27,30,1,70,34,<=70,21+,0,1,0
226,27,154,1,70,34,<=70,21+,0,1,0
226,27,174,1,70,34,<=70,21+,0,1,0
226,27,184,1,70,34,<=70,21+,0,1,0
226,27,197,1,70,34,<=70,21+,0,1,0
227,10,213,1,70,34,<=70,21+,0,1,0
227,11,213,1,70,34,<=70,21+,0,1,0
227,13,213,1,70,34,<=70,21+,0,1,0
227,15,213,1,70,34,<=70,21+,0,1,0
227,16,213,1,70,34,<=70,21+,0,1,0
227,17,213,1,70,34,<=70,21+,0,1,0
227,20,213,1,70,34,<=70,21+,0,1,0
227,22,213,1,70,34,<=70,21+,0,1,0
227,24,213,1,70,34,<=70,21+,0,1,0
227,25,213,1,70,34,<=70,21+,0,1,0
227,26,213,1,70,34,<=70,21+,0,1,0
227,27,213,1,70,34,<=70,21+,0,1,0
227,28,213,1,70,34,<=70,21+,0,1,0
227,29,213,1,70,34,<=70,21+,0,1,0
227,30,213,1,70,34,<=70,21+,0,1,0
227,154,213,1,70,34,<=70,21+,0,1,0
227,174,213,1,70,34,<=70,21+,0,1,0
227,184,213,1,70,34,<=70,21+,0,1,0
227,197,213,1,70,34,<=70,21+,0,1,0
260,52,54,17,75,8,71-80,6-10,1,0,0
260,52,55,17,75,8,71-80,6-10,1,0,0
260,52,57,17,75,8,71-80,6-10,1,0,0
260,54,55,17,75,8,71-80,6-10,1,0,1
260,54,57,17,75,8,71-80,6-10,1,0,1
260,54,194,17,75,8,71-80,6-10,0,1,0
260,54,195,17,75,8,71-80,6-10,0,1,0
260,55,57,17,75,8,71-80,6-10,1,0,1
260,55,194,17,75,8,71-80,6-10,0,1,0
260,55,195,17,75,8,71-80,6-10,0,1,0
260,57,194,17,75,8,71-80,6-10,0,1,0
260,57,195,17,75,8,71-80,6-10,0,1,0
260,53,227,24,71,13,71-80,11-20,1,0,1
260,225,226,25,83,9,81-90,6-10,1,0,1
260,210,211,27,71,22,71-80,21+,0,1,0
260,72,73,29,75,13,71-80,11-20,1,0,1
262,228,229,35,70,61,<=70,21+,0,1,0
265,19,235,18,71,8,71-80,6-10,0,1,0
265,19,237,18,71,8,71-80,6-10,0,1,0
265,19,239,18,71,8,71-80,6-10,0,1,0
265,59,235,18,75,8,71-80,6-10,0,1,0
265,59,237,18,75,8,71-80,6-10,0,1,0
265,59,239,18,75,8,71-80,6-10,0,1,0
265,60,235,18,75,8,71-80,6-10,0,1,0
265,60,237,18,75,8,71-80,6-10,0,1,0
265,60,239,18,75,8,71-80,6-10,0,1,0
265,235,237,18,71,8,71-80,6-10,1,0,1
265,235,239,18,71,8,71-80,6-10,1,0,1
265,237,239,18,71,8,71-80,6-10,1,0,1
267,6,8,4,83,5,81-90,3-5,0,1,0
267,7,8,4,83,5,81-90,3-5,0,1,0
267,52,54,17,75,8,71-80,6-10,1,0,1
267,52,55,17,75,8,71-80,6-10,1,0,1
267,52,57,17,75,8,71-80,6-10,1,0,0
267,52,194,17,75,8,71-80,6-10,0,1,0
267,52,195,17,75,8,71-80,6-10,0,1,0
267,52,232,17,75,8,71-80,6-10,0,1,0
267,54,55,17,75,8,71-80,6-10,1,0,1
267,54,57,17,75,8,71-80,6-10,1,0,0
267,54,194,17,75,8,71-80,6-10,0,1,0
267,54,195,17,75,8,71-80,6-10,0,1,0
267,54,232,17,75,8,71-80,6-10,0,1,0
267,55,57,17,75,8,71-80,6-10,1,0,0
267,55,194,17,75,8,71-80,6-10,0,1,0
267,55,195,17,75,8,71-80,6-10,0,1,0
267,55,232,17,75,8,71-80,6-10,0,1,0
267,19,59,18,71,8,71-80,6-10,0,1,0
267,19,60,18,71,8,71-80,6-10,0,1,0
267,59,60,18,75,8,71-80,6-10,1,0,1
267,59,235,18,75,8,71-80,6-10,0,1,0
267,59,237,18,75,8,71-80,6-10,0,1,0
267,59,239,18,75,8,71-80,6-10,0,1,0
267,60,235,18,75,8,71-80,6-10,0,1,0
267,60,237,18,75,8,71-80,6-10,0,1,0
267,60,239,18,75,8,71-80,6-10,0,1,0
267,186,207,22,83,10,81-90,6-10,0,1,0
267,63,64,23,75,11,71-80,11-20,1,0,0
267,210,211,27,71,22,71-80,21+,0,1,0
267,72,73,29,75,13,71-80,11-20,1,0,0
267,72,241,29,75,13,71-80,11-20,1,0,0
267,73,241,29,75,13,71-80,11-20,1,0,1
273,10,30,1,70,34,<=70,21+,0,1,0
273,10,242,1,70,34,<=70,21+,0,1,0
273,11,30,1,70,34,<=70,21+,0,1,0
273,11,242,1,70,34,<=70,21+,0,1,0
273,13,30,1,70,34,<=70,21+,0,1,0
273,13,242,1,70,34,<=70,21+,0,1,0
273,15,30,1,70,34,<=70,21+,0,1,0
273,15,242,1,70,34,<=70,21+,0,1,0
273,16,30,1,70,34,<=70,21+,0,1,0
273,16,242,1,70,34,<=70,21+,0,1,0
273,17,30,1,70,34,<=70,21+,0,1,0
273,17,242,1,70,34,<=70,21+,0,1,0
273,20,30,1,70,34,<=70,21+,0,1,0
273,20,242,1,70,34,<=70,21+,0,1,0
273,22,30,1,70,34,<=70,21+,0,1,0
273,22,242,1,70,34,<=70,21+,0,1,0
273,24,30,1,70,34,<=70,21+,0,1,0
273,24,242,1,70,34,<=70,21+,0,1,0
273,25,30,1,70,34,<=70,21+,0,1,0
273,25,242,1,70,34,<=70,21+,0,1,0
273,26,30,1,70,34,<=70,21+,0,1,0
273,26,242,1,70,34,<=70,21+,0,1,0
273,27,30,1,70,34,<=70,21+,0,1,0
273,27,242,1,70,34,<=70,21+,0,1,0
273,28,30,1,70,34,<=70,21+,0,1,0
273,28,242,1,70,34,<=70,21+,0,1,0
273,29,30,1,70,34,<=70,21+,0,1,0
273,29,242,1,70,34,<=70,21+,0,1,0
273,30,154,1,70,34,<=70,21+,0,1,0
273,30,174,1,70,34,<=70,21+,0,1,0
273,30,184,1,70,34,<=70,21+,0,1,0
273,30,197,1,70,34,<=70,21+,0,1,0
273,30,213,1,70,34,<=70,21+,0,1,0
273,30,216,1,70,34,<=70,21+,0,1,0
273,30,230,1,70,34,<=70,21+,0,1,0
273,30,242,1,70,34,<=70,21+,1,0,1
273,154,242,1,70,34,<=70,21+,0,1,0
273,174,242,1,70,34,<=70,21+,0,1,0
273,184,242,1,70,34,<=70,21+,0,1,0
273,197,242,1,70,34,<=70,21+,0,1,0
273,213,242,1,70,34,<=70,21+,0,1,0
273,216,242,1,70,34,<=70,21+,0,1,0
273,230,242,1,70,34,<=70,21+,0,1,0
273,180,181,16,75,7,71-80,6-10,0,1,0
273,181,218,16,75,7,71-80,6-10,0,1,0
273,181,231,16,75,7,71-80,6-10,0,1,0
273,85,86,38,71,40,71-80,21+,0,1,0
273,85,116,38,71,40,71-80,21+,0,1,0
273,85,117,38,71,40,71-80,21+,0,1,0
273,86,87,38,71,40,71-80,21+,0,1,0
273,86,88,38,71,40,71-80,21+,0,1,0
273,86,116,38,71,40,71-80,21+,1,0,1
273,86,117,38,71,40,71-80,21+,1,0,1
273,87,116,38,71,40,71-80,21+,0,1,0
273,87,117,38,71,40,71-80,21+,0,1,0
273,88,116,38,71,40,71-80,21+,0,1,0
273,88,117,38,71,40,71-80,21+,0,1,0
273,116,117,38,71,40,71-80,21+,1,0,1
273,243,244,52,75,4,71-80,3-5,0,1,0
273,107,108,89,100,3,96-100,3-5,1,0,1
273,112,113,90,100,4,96-100,3-5,1,0,1
273,112,114,90,100,4,96-100,3-5,1,0,1
273,112,115,90,100,4,96-100,3-5,1,0,1
273,113,114,90,100,4,96-100,3-5,1,0,1
273,113,115,90,100,4,96-100,3-5,1,0,1
273,114,115,90,100,4,96-100,3-5,1,0,1
273,118,119,91,75,4,71-80,3-5,1,0,1
273,123,245,93,100,2,96-100,2 (pair),1,0,1
273,124,125,94,91,2,91-95,2 (pair),1,0,1
273,246,247,96,75,3,71-80,3-5,1,0,0
273,246,248,96,75,3,71-80,3-5,1,0,0
273,247,248,96,75,3,71-80,3-5,1,0,1
274,12,70,28,70,9,<=70,6-10,1,0,0
274,71,250,30,75,12,71-80,11-20,0,1,0
276,19,59,18,71,8,71-80,6-10,0,1,0
276,19,60,18,71,8,71-80,6-10,0,1,0
276,19,235,18,71,8,71-80,6-10,0,1,0
276,19,237,18,71,8,71-80,6-10,0,1,0
276,19,239,18,71,8,71-80,6-10,0,1,0
282,52,54,17,75,8,71-80,6-10,1,0,0
282,52,55,17,75,8,71-80,6-10,1,0,0
282,52,57,17,75,8,71-80,6-10,1,0,0
282,54,55,17,75,8,71-80,6-10,1,0,1
282,54,57,17,75,8,71-80,6-10,1,0,1
282,54,194,17,75,8,71-80,6-10,0,1,0
282,54,195,17,75,8,71-80,6-10,0,1,0
282,54,232,17,75,8,71-80,6-10,0,1,0
282,55,57,17,75,8,71-80,6-10,1,0,1
282,55,194,17,75,8,71-80,6-10,0,1,0
282,55,195,17,75,8,71-80,6-10,0,1,0
282,55,232,17,75,8,71-80,6-10,0,1,0
282,57,194,17,75,8,71-80,6-10,0,1,0
282,57,195,17,75,8,71-80,6-10,0,1,0
282,57,232,17,75,8,71-80,6-10,0,1,0
282,63,64,23,75,11,71-80,11-20,1,0,0
282,53,227,24,71,13,71-80,11-20,1,0,1
282,226,251,25,72,9,71-80,6-10,1,0,1
282,210,211,27,71,22,71-80,21+,0,1,0
282,12,70,28,70,9,<=70,6-10,1,0,1
282,72,73,29,75,13,71-80,11-20,1,0,1
282,72,241,29,75,13,71-80,11-20,1,0,1
282,73,241,29,75,13,71-80,11-20,1,0,1
282,71,250,30,75,12,71-80,11-20,0,1,0
289,10,197,1,70,34,<=70,21+,0,1,0
289,11,197,1,70,34,<=70,21+,0,1,0
289,13,197,1,70,34,<=70,21+,0,1,0
289,15,197,1,70,34,<=70,21+,0,1,0
289,16,197,1,70,34,<=70,21+,0,1,0
289,17,197,1,70,34,<=70,21+,0,1,0
289,20,197,1,70,34,<=70,21+,0,1,0
289,22,197,1,70,34,<=70,21+,0,1,0
289,24,197,1,70,34,<=70,21+,0,1,0
289,25,197,1,70,34,<=70,21+,0,1,0
289,26,197,1,70,34,<=70,21+,0,1,0
289,27,197,1,70,34,<=70,21+,0,1,0
289,28,197,1,70,34,<=70,21+,0,1,0
289,29,197,1,70,34,<=70,21+,0,1,0
289,30,197,1,70,34,<=70,21+,0,1,0
289,154,197,1,70,34,<=70,21+,0,1,0
289,174,197,1,70,34,<=70,21+,0,1,0
289,184,197,1,70,34,<=70,21+,0,1,0
289,197,213,1,70,34,<=70,21+,0,1,0
289,197,216,1,70,34,<=70,21+,0,1,0
289,197,230,1,70,34,<=70,21+,0,1,0
289,197,242,1,70,34,<=70,21+,0,1,0
289,197,253,1,70,34,<=70,21+,0,1,0
289,200,209,55,100,6,96-100,6-10,1,0,1
289,200,221,55,100,6,96-100,6-10,0,1,0
289,200,222,55,100,6,96-100,6-10,0,1,0
289,209,221,55,100,6,96-100,6-10,0,1,0
289,209,222,55,100,6,96-100,6-10,0,1,0
289,201,208,56,100,5,96-100,3-5,1,0,1
307,19,254,18,71,8,71-80,6-10,0,1,0
307,19,255,18,71,8,71-80,6-10,0,1,0
307,235,254,18,71,8,71-80,6-10,0,1,0
307,235,255,18,71,8,71-80,6-10,0,1,0
307,237,254,18,71,8,71-80,6-10,0,1,0
307,237,255,18,71,8,71-80,6-10,0,1,0
307,239,254,18,71,8,71-80,6-10,0,1,0
307,239,255,18,71,8,71-80,6-10,0,1,0
307,254,255,18,71,8,71-80,6-10,1,0,1
329,256,257,8,80,4,71-80,3-5,0,1,0
331,200,209,55,100,6,96-100,6-10,1,0,1
331,209,221,55,100,6,96-100,6-10,0,1,0
331,209,222,55,100,6,96-100,6-10,0,1,0
331,201,208,56,100,5,96-100,3-5,1,0,1
333,180,181,16,75,7,71-80,6-10,0,1,0
333,181,218,16,75,7,71-80,6-10,0,1,0
333,181,231,16,75,7,71-80,6-10,0,1,0
333,85,86,38,71,40,71-80,21+,0,1,0
333,85,117,38,71,40,71-80,21+,0,1,0
333,86,87,38,71,40,71-80,21+,0,1,0
333,86,88,38,71,40,71-80,21+,0,1,0
333,86,116,38,71,40,71-80,21+,1,0,0
333,86,117,38,71,40,71-80,21+,1,0,1
333,87,117,38,71,40,71-80,21+,0,1,0
333,88,117,38,71,40,71-80,21+,0,1,0
333,116,117,38,71,40,71-80,21+,1,0,0
333,118,119,91,75,4,71-80,3-5,1,0,1
