Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,same_file,same_author,same_method,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,weighted_coupling_strength,last_co_change_age,last_solo_change_age,coupling_trend,wcs_recent,solo_events_after_last_cochange,noc1,noc2,file_age1,file_age2,churn1,churn2,distinct_authors1,distinct_authors2,major_author_prop1,major_author_prop2,minor_author_count1,minor_author_count2,wies,will_independently_evolve
736,329,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,10,8,22,998,293,1049,1425,2,1,0.6250,1.0000,0,0,1.0000,1
736,330,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,10,8,22,998,293,1049,1425,2,1,0.6250,1.0000,0,0,1.0000,1
736,331,1284,75,0,0,8,0,1,0,75,Type3,5,5,1,7,0,0.0000,-1,0,0.0000,0.0000,38,16,84,911,101,3025,4921,2,2,0.6875,0.9405,0,0,1.0000,1
736,332,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,10,8,22,998,293,1049,1425,2,1,0.6250,1.0000,0,0,1.0000,1
736,333,1284,75,0,0,8,0,1,0,75,Type3,5,5,1,7,0,0.0000,-1,0,0.0000,0.0000,32,6,84,911,101,1030,4921,2,2,0.8333,0.9405,0,0,1.0000,1
736,335,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,10,9,22,998,293,1056,1425,2,1,0.5556,1.0000,0,0,1.0000,1
736,718,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,6,1,22,834,293,88,1425,1,1,1.0000,1.0000,0,0,1.0000,1
736,726,1286,87,0,1,8,0,1,0,75,Type3,5,5,1,16,0,0.0000,-1,0,0.0000,0.0000,16,3,54,823,291,31,2591,2,2,0.6667,0.9630,0,1,1.0000,1
736,747,1285,9,0,0,8,0,1,0,75,Type3,5,5,2,19,0,0.0000,-1,0,0.0000,0.0000,17,13,19,686,95,1620,980,3,2,0.6154,0.9474,0,0,1.0000,1
736,767,1285,9,0,0,8,0,1,0,75,Type3,5,5,2,19,0,0.0000,-1,0,0.0000,0.0000,13,5,19,548,95,1889,980,1,2,1.0000,0.9474,0,0,1.0000,1
736,787,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,20,23,22,759,293,3715,1425,2,1,0.6087,1.0000,0,0,1.0000,1
736,788,1284,75,1,1,7,0,1,0,100,Type3,5,5,1,7,0,0.0824,12,0,0.1485,0.0000,10,26,84,759,101,3854,4921,3,2,0.6538,0.9405,1,0,0.9176,1
736,789,1283,74,1,2,4,0,1,0,75,Type3,5,5,1,33,0,0.1643,12,0,0.4110,0.0000,1,24,22,759,293,3804,1425,3,1,0.6250,1.0000,0,0,0.8357,1
736,860,1285,9,0,0,8,0,1,0,75,Type3,5,5,2,19,0,0.0000,-1,0,0.0000,0.0000,11,4,19,575,95,108,980,2,2,0.7500,0.9474,0,0,1.0000,1
736,861,1285,9,0,0,8,0,1,0,75,Type3,5,5,2,19,0,0.0000,-1,0,0.0000,0.0000,11,4,19,575,95,108,980,2,2,0.7500,0.9474,0,0,1.0000,1
736,991,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,6,1,22,623,293,3,1425,1,1,1.0000,1.0000,0,0,1.0000,1
736,994,1286,87,0,0,8,0,1,0,75,Type3,5,5,1,16,0,0.0000,-1,0,0.0000,0.0000,14,1,54,589,291,263,2591,1,2,1.0000,0.9630,0,1,1.0000,1
736,1057,1251,157,1,1,4,1,1,0,100,Type3,8,5,0,18,0,0.0250,92,0,-0.3140,0.0000,5,3,11,245,123,760,1313,1,1,1.0000,1.0000,0,0,0.9750,1
736,1057,1260,157,0,0,7,1,1,0,100,Type3,8,5,0,18,0,0.0000,-1,0,0.0000,0.0000,9,3,18,245,107,760,2111,1,1,1.0000,1.0000,0,0,1.0000,1
736,1058,1251,157,0,0,5,0,1,0,100,Type3,8,5,1,18,0,0.0000,-1,0,0.0000,0.0000,6,0,11,245,123,0,1313,0,1,0.0000,1.0000,0,0,1.0000,1
736,1058,1260,157,0,0,7,0,1,0,100,Type3,8,5,1,18,0,0.0000,-1,0,0.0000,0.0000,7,0,18,245,107,0,2111,0,1,0.0000,1.0000,0,0,1.0000,1
736,1092,1283,74,0,1,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,6,3,22,427,293,20,1425,2,1,0.6667,1.0000,0,0,1.0000,1
736,1093,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,5,2,22,427,293,21,1425,1,1,1.0000,1.0000,0,0,1.0000,1
