Revision,gcid,classid,n_prior_changes,n_prior_co_changes,n_prior_independent,co_change_ratio,revs_since_last_change,revs_since_last_co_change,revs_since_last_independent,recent_co_ratio_last5,solo_events_since_last_co,nlines,similarity,file_age,change_proneness,stability_index,change_magnitude,avg_prior_change_magnitude,class_size,alive_peer_count,class_co_change_density,frac_peers_same_file,frac_peers_same_method,mean_peer_co_ratio,max_peer_co_ratio,min_peer_co_ratio,mean_peer_depth,ir_decay_h10,cs_decay_h10,ir_decay_h20,cs_decay_h20,ir_decay_h50,cs_decay_h50,coupling_trend,churn,distinct_authors,major_author_prop,label
39,88,23,1,1,0,1.0,2,2,-1,1.0,0,5,71,37,0.027,0.0331,0.2,0.4,64,13,0.0769,0.0769,0.0,0.0769,1.0,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,224,1,1.0,1
39,134,44,1,1,0,1.0,2,2,-1,1.0,0,6,75,37,0.027,0.0331,0.875,0.4,66,25,0.28,0.36,0.0,0.2,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,224,1,1.0,0
39,135,44,1,1,0,1.0,2,2,-1,1.0,0,6,75,37,0.027,0.0331,0.1429,0.1429,66,25,0.28,0.36,0.0,0.2,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,224,1,1.0,0
39,136,45,1,1,0,1.0,2,2,-1,1.0,0,8,83,37,0.027,0.0331,0.4444,0.3333,67,22,0.3182,0.3636,0.0,0.2273,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,224,1,1.0,0
39,139,45,2,1,0,0.5,2,2,-1,1.0,0,8,83,37,0.0541,0.0442,0.4444,0.1667,67,22,0.3182,0.3636,0.0,0.2273,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,448,1,1.0,0
65,134,44,3,2,0,0.6667,26,26,-1,1.0,0,6,75,63,0.0476,0.0945,0.875,0.7167,66,25,0.4,0.36,0.0,0.2533,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,508,1,1.0,0
65,139,45,4,2,0,0.5,26,26,-1,1.0,0,8,83,63,0.0635,0.1055,0.4444,0.3055,67,22,0.4545,0.3636,0.0,0.2727,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,732,1,1.0,0
96,134,44,5,3,0,0.6,31,31,-1,1.0,0,6,75,94,0.0532,0.1681,0.875,0.78,66,25,0.44,0.36,0.0,0.184,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,536,1,1.0,0
96,139,45,5,3,0,0.6,31,31,-1,1.0,0,8,83,94,0.0532,0.1804,0.4444,0.3333,67,22,0.4545,0.3636,0.0,0.2273,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,746,1,1.0,0
96,149,24,1,1,0,1.0,57,57,-1,1.0,0,8,83,57,0.0175,0.072,0.125,1.0,75,15,0.0667,0.0667,0.0,0.0667,1.0,0.0,0.93,0.0,1.0,0.0,1.0,0.0,1.0,0.0,142,1,1.0,0
137,167,46,1,0,1,0.0,31,-1,31,0.0,1,5,75,40,0.025,0.0528,0.3846,0.2308,74,33,0.2424,0.3939,0.0,0.0,0.0,0.0,0.61,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17,1,1.0,0
163,150,44,1,1,0,1.0,98,98,-1,1.0,0,6,100,124,0.0081,0.1581,0.4286,0.2857,66,30,0.3667,0.3,0.0333,0.0667,1.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,0
163,151,44,1,1,0,1.0,124,124,-1,1.0,0,6,100,124,0.0081,0.1581,0.1429,1.0,66,30,0.3667,0.3,0.0333,0.2333,1.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,142,1,1.0,0
187,120,37,2,1,0,0.5,24,24,-1,1.0,0,5,100,185,0.0108,0.411,0.4,0.4,71,25,0.28,0.44,0.0,0.04,1.0,0.0,0.56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,86,1,1.0,1
190,134,44,8,5,0,0.625,27,27,-1,1.0,0,6,75,188,0.0426,0.3951,0.875,0.8156,66,31,0.3548,0.3226,0.0,0.1089,0.875,0.0,0.68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,597,1,1.0,0
190,136,45,2,2,0,1.0,151,151,-1,1.0,0,8,83,188,0.0106,0.2172,0.1111,0.3889,67,32,0.3438,0.2812,0.0,0.1875,1.0,0.0,0.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,366,1,1.0,0
190,139,45,7,4,0,0.5714,94,94,-1,1.0,0,8,83,188,0.0372,0.4086,0.2222,0.3651,67,32,0.3438,0.2812,0.0,0.1295,1.0,0.0,0.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,750,1,1.0,0
190,152,47,1,1,0,1.0,151,151,-1,1.0,0,6,80,151,0.0066,0.1928,0.1667,1.0,64,38,0.2632,0.1579,0.0,0.0789,1.0,0.0,0.84,0.0,1.0,0.0,1.0,0.0,1.0,0.0,142,1,1.0,0
200,170,4,1,0,1,0.0,81,-1,81,0.0,1,8,71,81,0.0123,0.0372,0.8,1.0,42,30,0.1333,0.1,0.0333,0.0,0.0,0.0,0.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,54,1,1.0,0
201,148,49,1,0,1,0.0,169,-1,169,0.0,1,18,73,199,0.005,0.3962,0.05,0.05,70,39,0.3333,0.0256,0.0256,0.0,0.0,0.0,0.97,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,1,1.0,1
258,148,49,2,0,2,0.0,57,-1,57,0.0,2,18,73,256,0.0078,0.5136,0.9565,0.05,70,46,0.2826,0.0217,0.0217,0.0,0.0,0.0,0.98,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26,1,1.0,0
259,147,49,1,1,0,1.0,1,1,-1,1.0,0,17,76,257,0.0039,0.3031,0.0667,0.1875,70,45,0.2889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,34,1,1.0,1
259,148,49,4,1,2,0.25,1,1,58,0.5,0,18,73,257,0.0156,0.5136,0.9565,0.5032,70,46,0.3043,0.0217,0.0217,0.0109,0.5,0.0,0.98,0.0095,0.9905,0.065,0.935,0.1991,0.8009,1.0,94,1,1.0,0
260,55,11,1,0,1,0.0,72,-1,72,0.0,1,5,75,258,0.0039,1.1348,0.2,0.2,36,16,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3,1,1.0,1
267,55,11,3,1,1,0.3333,7,7,79,0.6667,0,5,75,265,0.0113,1.1773,0.2,0.2,36,16,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0034,0.9966,0.0396,0.9604,0.1556,0.8444,0.0,129,1,1.0,1
267,71,17,1,1,0,1.0,7,7,-1,1.0,0,38,75,265,0.0038,0.9043,0.0588,0.1176,38,22,0.2727,0.0909,0.0,0.0,0.0,0.0,0.91,0.0,1.0,0.0,1.0,0.0,1.0,0.0,63,1,1.0,1
273,120,37,4,1,1,0.25,86,110,86,0.5,1,5,100,271,0.0148,0.6196,0.4,0.4,71,32,0.2188,0.375,0.0,0.0156,0.5,0.0,0.62,0.8407,0.1593,0.6967,0.3033,0.5824,0.4176,-1.0,90,1,1.0,0
273,123,38,1,0,1,0.0,122,-1,122,0.0,1,12,100,271,0.0037,0.3202,0.8462,1.0,111,32,0.2812,0.4375,0.0,0.0,0.0,0.0,0.56,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10,1,1.0,0
274,71,17,2,2,0,1.0,7,7,-1,1.0,0,38,75,272,0.0074,0.9255,0.7826,0.0882,38,22,0.2727,0.0909,0.0,0.0,0.0,0.0,0.91,0.0,1.0,0.0,1.0,0.0,1.0,0.0,181,1,1.0,1
282,12,4,1,0,1,0.0,8,-1,8,0.0,1,32,70,280,0.0036,0.9787,1.0,1.0,42,32,0.3125,0.0312,0.0,0.0,0.0,0.0,0.97,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8,1,1.0,1
282,55,11,4,1,2,0.25,15,22,15,0.5,1,5,75,280,0.0143,1.2801,0.2,0.2,36,16,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.4492,0.5508,0.4042,0.5958,0.4237,0.5763,0.0,247,1,1.0,1
282,71,17,3,2,1,0.6667,8,15,8,0.6667,1,38,75,280,0.0107,0.9504,0.0417,0.3197,38,22,0.3182,0.0909,0.0,0.0,0.0,0.0,0.91,0.5014,0.4986,0.4166,0.5834,0.3662,0.6338,0.0,189,1,1.0,1
282,210,23,2,0,1,0.0,15,-1,15,0.0,1,8,71,67,0.0299,1.1594,1.0,1.0,64,20,0.25,0.05,0.0,0.0,0.0,0.0,0.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,236,1,1.0,1
282,227,22,1,1,0,1.0,22,22,-1,1.0,0,7,71,22,0.0455,0.875,1.0,1.0,63,19,0.1053,0.1053,0.0,0.0526,1.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,63,1,1.0,1
333,120,37,6,2,1,0.3333,60,60,146,0.6,0,5,100,331,0.0181,0.7644,0.4,0.4,71,32,0.3125,0.375,0.0,0.0521,0.3333,0.0,0.62,0.0026,0.9974,0.0473,0.9527,0.1995,0.8005,0.0,690,1,1.0,1
346,120,37,8,2,2,0.25,13,73,13,0.4,1,5,100,344,0.0233,0.7939,0.4,0.4,71,32,0.3125,0.375,0.0,0.0391,0.25,0.0,0.62,0.9846,0.0154,0.8873,0.1127,0.6811,0.3189,0.0,694,1,1.0,1
374,123,38,2,1,1,0.5,101,101,223,0.5,0,12,100,372,0.0054,0.4429,0.0769,0.9231,111,32,0.3438,0.4375,0.0,0.0469,0.5,0.0,0.56,0.0002,0.9998,0.0144,0.9856,0.1556,0.8444,0.0,310,1,1.0,1
374,245,41,1,1,0,1.0,101,101,-1,1.0,0,12,100,101,0.0099,0.1838,0.0769,1.0,98,33,0.4848,0.2424,0.0,0.0606,1.0,0.0,0.76,0.0,1.0,0.0,1.0,0.0,1.0,0.0,300,1,1.0,0
386,123,38,3,1,2,0.3333,12,113,12,0.3333,1,12,100,384,0.0078,0.4564,0.0769,0.641,111,32,0.3438,0.4375,0.0,0.0312,0.3333,0.0,0.56,0.9991,0.0009,0.9707,0.0293,0.8092,0.1908,0.0,315,1,1.0,1
386,245,41,2,2,0,1.0,12,12,-1,1.0,0,12,100,113,0.0177,0.204,0.0769,0.5384,98,33,0.4848,0.2424,0.0,0.0455,1.0,0.0,0.76,0.0,1.0,0.0,1.0,0.0,1.0,0.0,305,1,1.0,0
393,38,6,1,0,1,0.0,131,-1,131,0.0,1,11,71,391,0.0026,1.0557,0.9286,0.3333,20,13,0.6923,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1.0,1
400,19,4,1,0,1,0.0,124,-1,124,0.0,1,7,71,398,0.0025,0.4736,1.0,0.1111,42,31,0.3226,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1.0,1
417,146,48,1,1,0,1.0,321,321,-1,1.0,0,7,83,415,0.0024,0.4969,0.375,0.125,71,46,0.3043,0.0435,0.0,0.0435,1.0,0.0,0.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,1,1.0,1
420,247,44,1,1,0,1.0,147,147,-1,1.0,0,5,75,147,0.0068,0.2684,1.0,1.0,66,38,0.5,0.1053,0.0,0.0789,1.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,79,1,1.0,0
420,248,44,2,1,0,0.5,147,147,-1,1.0,0,5,75,147,0.0136,0.2702,1.0,0.5,66,38,0.5,0.1053,0.0,0.0789,1.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,158,1,1.0,0
424,247,44,2,2,0,1.0,4,4,-1,1.0,0,5,75,151,0.0132,0.2739,1.0,1.0,66,38,0.5,0.1053,0.0,0.0526,1.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,93,1,1.0,0
424,248,44,3,2,0,0.6667,4,4,-1,1.0,0,5,75,151,0.0199,0.2757,1.0,0.6667,66,38,0.5,0.1053,0.0,0.0614,1.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,172,1,1.0,0
461,196,4,1,1,0,1.0,18,18,-1,1.0,0,8,71,246,0.0041,0.4053,0.8,0.8,42,32,0.9688,0.0,0.0,0.9375,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,456,1,1.0,1
461,197,7,1,1,0,1.0,18,18,-1,1.0,0,8,70,246,0.0041,0.4037,0.8,0.8,58,44,0.8636,0.0227,0.0,0.8636,1.0,0.0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,456,1,1.0,0
461,198,11,1,1,0,1.0,18,18,-1,1.0,0,10,70,246,0.0041,0.5565,0.7333,0.7333,36,18,0.7778,0.0,0.0,0.7778,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,456,1,1.0,1
461,205,17,2,1,1,0.5,18,18,172,0.5,0,12,75,246,0.0081,0.3953,0.6,0.4028,38,17,1.0,0.0,0.0,0.4706,0.5,0.0,1.0,0.0,1.0,0.0048,0.9952,0.1058,0.8942,0.0,461,1,1.0,1
461,206,18,1,1,0,1.0,18,18,-1,1.0,0,5,75,246,0.0041,0.4053,1.0,1.0,42,19,0.9474,0.0526,0.0,0.8947,1.0,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.0,0.0,456,1,1.0,0
468,197,7,2,2,0,1.0,7,7,-1,1.0,0,8,70,253,0.0079,0.4236,0.8,0.8,58,44,0.8636,0.0227,0.0,0.4432,1.0,0.0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2147,1,1.0,1
468,307,30,1,0,1,0.0,6,-1,6,0.0,1,10,70,7,0.1429,0.0309,0.2727,0.2727,96,68,0.4706,0.2647,0.0,0.0,0.0,0.0,0.74,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13,1,1.0,0
469,219,46,1,1,0,1.0,26,26,-1,1.0,0,9,71,227,0.0044,0.7958,0.1,1.0,74,46,0.8261,0.0,0.0,0.8043,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,140,1,1.0,1
470,307,30,3,1,1,0.3333,2,2,8,0.6667,0,10,70,9,0.3333,0.0365,0.2727,0.2727,96,67,0.5522,0.2537,0.0,0.0498,0.6667,0.0,0.75,0.2481,0.7519,0.2888,0.7112,0.3151,0.6849,0.0,63,1,1.0,0
470,326,30,3,1,0,0.3333,2,2,-1,1.0,0,11,70,9,0.3333,0.1207,0.2941,0.2941,96,67,0.5522,0.2537,0.0149,0.0746,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,75,1,1.0,0
470,357,34,1,1,0,1.0,2,2,-1,1.0,0,18,70,2,0.5,0.0085,0.05,1.0,113,67,0.5373,0.2388,0.0,0.0746,1.0,0.0,0.76,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25,1,1.0,0
474,148,49,7,3,2,0.4286,31,31,273,1.0,0,18,73,472,0.0148,1.4088,0.7826,0.6478,70,49,0.9184,0.0204,0.0204,0.2711,0.7143,0.0,0.98,0.0,1.0,0.0001,0.9999,0.0169,0.9831,0.6667,332,1,1.0,1
474,224,10,2,1,1,0.5,31,31,90,0.5,0,12,77,216,0.0093,0.3828,0.3,0.5312,25,16,0.875,0.0625,0.0625,0.4375,0.5,0.0,0.94,0.0165,0.9835,0.1146,0.8854,0.3062,0.6938,0.0,120,1,1.0,1
476,286,21,4,1,1,0.25,1,1,6,0.5,0,5,75,15,0.2667,0.0449,0.7143,0.7143,43,16,0.875,0.0625,0.0625,0.1562,0.5,0.0,0.94,0.4142,0.5858,0.4568,0.5432,0.4827,0.5173,1.0,2056,1,1.0,1
476,291,23,4,2,0,0.5,1,1,-1,1.0,0,5,75,15,0.2667,0.0449,0.625,0.625,64,28,1.0,0.1786,0.0357,0.1607,1.0,0.0,0.82,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2056,1,1.0,0
476,307,30,7,3,1,0.4286,1,1,14,1.0,0,10,70,15,0.4667,0.059,0.2727,0.2727,96,67,0.9851,0.2537,0.0,0.1962,0.8571,0.0,0.75,0.0804,0.9196,0.1082,0.8918,0.1282,0.8718,0.3333,2119,1,1.0,0
476,326,30,9,3,0,0.3333,1,1,-1,1.0,0,11,70,15,0.6,0.1897,0.2941,0.2941,96,67,0.9851,0.2537,0.0149,0.2289,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3159,1,1.0,0
477,307,30,8,4,1,0.5,1,1,15,1.0,0,10,70,16,0.5,0.0618,0.2727,0.2727,96,67,0.9851,0.2537,0.0,0.1754,0.875,0.0,0.75,0.0663,0.9337,0.092,0.908,0.1109,0.8891,0.25,2288,1,1.0,0
477,315,30,1,1,0,1.0,2,2,-1,1.0,0,17,83,16,0.0625,0.0393,1.25,1.0938,96,67,0.9851,0.2537,0.0149,0.5672,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
477,316,30,1,1,0,1.0,2,2,-1,1.0,0,14,88,16,0.0625,0.0393,1.4062,1.0938,96,67,0.9851,0.2537,0.0,0.5672,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
525,79,20,1,1,0,1.0,82,82,-1,1.0,0,10,87,523,0.0019,0.6294,0.0833,0.75,39,21,0.8571,0.1905,0.0,0.5714,1.0,0.0,0.81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,408,1,1.0,1
529,14,4,1,1,0,1.0,86,86,-1,1.0,0,8,83,527,0.0019,0.6331,1.0,0.7778,42,32,1.0,0.0312,0.0,0.9375,1.0,0.0,0.97,0.0,1.0,0.0,1.0,0.0,1.0,0.0,140,1,1.0,0
529,180,4,2,1,1,0.5,86,86,368,0.5,0,5,75,368,0.0054,0.5579,0.6,0.8,42,32,1.0,0.0312,0.0,0.4688,0.5,0.0,0.97,0.0,1.0,0.0001,0.9999,0.0197,0.9803,0.0,308,1,1.0,0
529,368,14,1,0,1,0.0,3,-1,3,0.0,1,5,75,3,0.3333,0.0069,0.6,1.0,35,17,1.0,0.1176,0.0,0.0,0.0,0.0,0.88,1.0,0.0,1.0,0.0,1.0,0.0,0.0,196,1,1.0,0
536,167,46,2,1,1,0.5,399,399,430,0.5,0,5,75,439,0.0046,0.0542,0.8333,0.3077,74,46,0.9783,0.1522,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.2546,0.7454,0.3942,0.6058,0.0,101,1,1.0,1
536,170,4,2,1,1,0.5,336,336,417,0.5,0,8,71,417,0.0048,0.1562,0.7,0.9,42,32,1.0,0.0938,0.0312,0.0312,0.5,0.0,0.91,0.0,0.0,0.0569,0.9431,0.2455,0.7545,0.0,160,1,1.0,1
536,297,26,1,1,0,1.0,61,61,-1,1.0,0,8,100,75,0.0133,0.3706,0.75,0.7143,75,32,1.0,0.125,0.0,0.2812,1.0,0.0,0.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
574,292,23,3,2,1,0.6667,38,99,38,0.6667,1,8,100,113,0.0265,0.7475,0.75,0.8333,64,28,1.0,0.0714,0.0357,0.1071,0.6667,0.0,0.93,0.9803,0.0197,0.8368,0.1632,0.5609,0.4391,0.0,3200,1,1.0,1
576,123,38,5,2,3,0.4,133,133,190,0.4,0,12,100,574,0.0087,0.6871,0.0769,0.6308,111,78,0.9872,0.1795,0.0,0.0872,0.4,0.0,0.82,0.0269,0.9731,0.1867,0.8133,0.4386,0.5614,-0.1667,1432,1,1.0,1
576,245,41,4,4,0,1.0,133,133,-1,1.0,0,12,100,303,0.0132,0.5496,0.0769,0.5769,98,75,1.0,0.1067,0.0,0.14,1.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1422,1,1.0,0
579,275,7,1,1,0,1.0,18,18,-1,1.0,0,8,70,120,0.0083,0.3296,0.3333,0.3333,58,43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46,1,1.0,1
586,281,7,1,1,0,1.0,111,111,-1,1.0,0,7,83,125,0.008,0.3399,1.25,0.8125,58,43,1.0,0.0233,0.0,0.0698,1.0,0.0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
586,282,7,2,1,1,0.5,111,111,116,0.5,0,12,75,125,0.016,0.3427,0.0833,0.3636,58,43,1.0,0.0233,0.0233,0.0349,0.5,0.0,0.98,0.4142,0.5858,0.4568,0.5432,0.4827,0.5173,0.0,1028,1,1.0,0
586,283,11,1,1,0,1.0,111,111,-1,1.0,0,10,70,125,0.008,0.3727,0.0667,0.7333,36,18,0.8333,0.0,0.0,0.0556,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
586,291,23,6,3,0,0.5,110,110,-1,1.0,0,5,75,125,0.048,0.6573,0.8,0.625,64,28,1.0,0.1786,0.0357,0.119,1.0,0.0,0.82,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2394,1,1.0,1
586,299,27,1,1,0,1.0,111,111,-1,1.0,0,134,75,125,0.008,0.3455,0.0978,0.9011,71,29,0.9655,0.1034,0.069,0.2069,1.0,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
586,307,30,10,5,1,0.5,109,109,124,1.0,0,10,70,125,0.08,0.6685,0.2727,0.2727,96,68,0.9706,0.2647,0.0,0.1441,0.7,0.0,0.74,0.0482,0.9518,0.0703,0.9297,0.0871,0.9129,0.2,2448,1,1.0,0
586,309,30,1,1,0,1.0,111,111,-1,1.0,0,10,70,125,0.008,0.3455,0.9444,0.8,96,68,0.9706,0.2647,0.0,0.5588,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
586,326,30,12,4,0,0.3333,110,110,-1,1.0,0,11,70,125,0.096,2.069,0.1176,0.2941,96,68,0.9706,0.2647,0.0147,0.1765,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3666,1,1.0,0
586,338,34,2,2,0,1.0,111,111,-1,1.0,0,5,71,125,0.016,0.3427,1.0,0.6558,113,65,0.9538,0.2154,0.0154,0.2923,1.0,0.0,0.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1028,1,1.0,0
598,19,4,3,1,2,0.3333,155,155,198,0.3333,0,7,71,596,0.005,0.7092,1.0,0.6296,42,32,1.0,0.0,0.0,0.3125,0.3333,0.0,1.0,0.0483,0.9517,0.1859,0.8141,0.3938,0.6062,0.0,186,1,1.0,1
630,300,27,2,2,0,1.0,155,155,-1,1.0,0,134,75,169,0.0118,0.4691,0.0362,0.9592,71,33,0.8485,0.0606,0.0606,0.1212,1.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3194,1,1.0,1
630,321,30,2,2,0,1.0,155,155,-1,1.0,0,10,70,169,0.0118,0.4663,0.0909,0.4318,96,67,0.9851,0.2836,0.0,0.3134,1.0,0.0,0.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,0
630,322,30,2,2,0,1.0,155,155,-1,1.0,0,10,70,169,0.0118,0.4663,0.0909,0.4318,96,67,0.9851,0.2836,0.0,0.3134,1.0,0.0,0.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,0
630,345,36,1,1,0,1.0,155,155,-1,1.0,0,5,71,169,0.0059,0.4691,0.1429,1.0,71,47,0.9787,0.1702,0.0,0.2766,1.0,0.0,0.83,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,0
630,346,36,1,1,0,1.0,155,155,-1,1.0,0,5,71,169,0.0059,0.4691,0.1429,1.0,71,47,0.9787,0.1702,0.0,0.2766,1.0,0.0,0.83,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,0
630,351,72,1,1,0,1.0,155,155,-1,1.0,0,24,78,169,0.0059,0.4691,1.359,0.8919,43,40,0.975,0.175,0.0,0.15,1.0,0.0,0.82,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,0
634,286,21,7,1,3,0.1429,48,159,48,0.4,2,5,75,173,0.0405,0.9242,0.8,0.7143,43,20,0.75,0.1,0.05,0.0714,0.2857,0.0,0.9,0.9991,0.0009,0.962,0.038,0.8105,0.1895,-0.0833,2697,1,1.0,1
634,291,23,8,3,1,0.375,48,158,48,0.6,1,5,75,173,0.0462,0.9213,0.8,0.6687,64,33,0.8485,0.1818,0.0303,0.0758,0.75,0.0,0.82,0.9987,0.0013,0.9422,0.0578,0.6125,0.3875,-0.5,3000,1,1.0,0
634,295,25,1,1,0,1.0,159,159,-1,1.0,0,12,100,173,0.0058,0.4803,0.0833,0.8333,79,36,0.8056,0.0556,0.0278,0.1667,1.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
634,299,27,2,2,0,1.0,48,48,-1,1.0,0,134,75,173,0.0116,0.4775,0.1531,0.4995,71,33,0.8485,0.0909,0.0606,0.1061,1.0,0.0,0.91,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1113,1,1.0,0
635,281,7,2,2,0,1.0,49,49,-1,1.0,0,7,83,174,0.0115,0.6096,1.25,1.0312,58,43,1.0,0.0233,0.0,0.0465,1.0,0.0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1113,1,1.0,1
635,309,30,3,2,0,0.6667,49,49,-1,1.0,0,10,70,174,0.0172,0.6152,0.9444,0.8963,96,66,0.9848,0.2576,0.0,0.2121,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1416,1,1.0,1
636,281,7,3,2,1,0.6667,1,50,1,0.6667,1,7,83,175,0.0171,0.6096,1.25,1.1042,58,43,1.0,0.0233,0.0,0.031,0.6667,0.0,0.98,0.9676,0.0324,0.8425,0.1575,0.6189,0.3811,0.0,1134,1,1.0,1
636,307,30,12,6,1,0.5,50,50,174,1.0,0,10,70,175,0.0686,0.9438,0.2727,0.2727,96,65,0.9846,0.2462,0.0,0.1167,0.5,0.0,0.75,0.0001,0.9999,0.0062,0.9938,0.0442,0.9558,0.1667,3054,1,1.0,0
636,309,30,4,2,1,0.5,1,50,1,0.75,1,10,70,175,0.0229,0.618,0.9444,0.9083,96,65,0.9846,0.2462,0.0,0.1577,0.75,0.0,0.75,0.9372,0.0628,0.73,0.27,0.4711,0.5289,-0.5,1437,1,1.0,0
644,205,17,4,1,3,0.25,169,201,169,0.25,2,12,75,429,0.0093,0.696,0.5385,0.5014,38,17,1.0,0.0,0.0,0.2353,0.25,0.0,1.0,0.9269,0.0731,0.8306,0.1694,0.7475,0.2525,-0.5,3655,1,1.0,1
644,292,23,5,2,2,0.4,70,169,70,0.4,2,8,100,183,0.0273,1.4444,0.75,0.8,64,33,0.8788,0.0606,0.0303,0.0545,0.4,0.0,0.94,0.9993,0.0007,0.9775,0.0225,0.8486,0.1514,-1.0,3350,1,1.0,0
644,296,25,3,3,0,1.0,5,5,-1,1.0,0,7,71,183,0.0164,0.5253,0.9474,0.9269,79,35,0.8286,0.0857,0.0286,0.0762,0.6667,0.0,0.91,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3198,1,1.0,0
