pairId,cloneType,granularity,classId,clone1_gcid,clone2_gcid,clone1_addedRev,clone2_addedRev,clone1_deletedRev,clone2_deletedRev,clone1_lifespan,clone2_lifespan,co_change,gcid1_independent_change,gcid2_independent_change,similarity,filepath1,filepath2,file_distance,gcid1_authors,gcid2_authors
2604,Type3,Block,8,587,595,682,682,731,Still Active,49,134,0,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2605,Type3,Block,8,587,596,682,682,731,Still Active,49,134,1,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2606,Type3,Block,8,587,597,682,682,731,Still Active,49,134,0,1,0,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2607,Type3,Block,8,587,598,682,682,731,Still Active,49,134,0,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2608,Type3,Block,8,587,599,682,682,731,Still Active,49,134,0,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2609,Type3,Block,8,587,600,682,682,731,Still Active,49,134,0,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2610,Type3,Block,8,587,670,682,693,731,Still Active,49,123,0,1,2,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2611,Type3,Block,8,587,693,682,696,731,Still Active,49,120,0,1,3,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2612,Type3,Block,8,587,698,682,699,731,Still Active,49,117,0,1,1,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2613,Type3,Block,8,587,707,682,710,731,Still Active,49,106,0,0,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2614,Type3,Block,8,587,708,682,710,731,Still Active,49,106,0,0,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2615,Type3,Block,8,588,589,682,682,Still Active,Still Active,134,134,2,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2616,Type3,Block,8,588,590,682,682,Still Active,Still Active,134,134,2,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2617,Type3,Block,8,588,591,682,682,Still Active,Still Active,134,134,0,3,0,70,flex.c,ruby.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2618,Type3,Block,8,588,592,682,682,Still Active,Still Active,134,134,2,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2619,Type3,Block,8,588,593,682,682,Still Active,Still Active,134,134,2,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2620,Type3,Block,8,588,594,682,682,Still Active,687,134,5,0,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
2621,Type3,Block,8,588,595,682,682,Still Active,Still Active,134,134,0,3,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2622,Type3,Block,8,588,596,682,682,Still Active,Still Active,134,134,2,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2623,Type3,Block,8,588,597,682,682,Still Active,Still Active,134,134,0,3,4,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2624,Type3,Block,8,588,598,682,682,Still Active,Still Active,134,134,1,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2625,Type3,Block,8,588,599,682,682,Still Active,Still Active,134,134,1,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2626,Type3,Block,8,588,600,682,682,Still Active,Still Active,134,134,1,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2627,Type3,Block,8,588,670,682,693,Still Active,Still Active,134,123,0,2,4,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2628,Type3,Block,8,588,693,682,696,Still Active,Still Active,134,120,0,2,5,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2629,Type3,Block,8,588,698,682,699,Still Active,Still Active,134,117,0,2,2,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2630,Type3,Block,8,588,707,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2631,Type3,Block,8,588,708,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2632,Type3,Block,8,589,590,682,682,Still Active,Still Active,134,134,2,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2633,Type3,Block,8,589,591,682,682,Still Active,Still Active,134,134,0,2,0,70,flex.c,ruby.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2634,Type3,Block,8,589,592,682,682,Still Active,Still Active,134,134,2,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2635,Type3,Block,8,589,593,682,682,Still Active,Still Active,134,134,1,1,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2636,Type3,Block,8,589,594,682,682,Still Active,687,134,5,0,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
2637,Type3,Block,8,589,595,682,682,Still Active,Still Active,134,134,0,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2638,Type3,Block,8,589,596,682,682,Still Active,Still Active,134,134,2,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2639,Type3,Block,8,589,597,682,682,Still Active,Still Active,134,134,0,2,4,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2640,Type3,Block,8,589,598,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2641,Type3,Block,8,589,599,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2642,Type3,Block,8,589,600,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2643,Type3,Block,8,589,670,682,693,Still Active,Still Active,134,123,0,2,4,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2644,Type3,Block,8,589,693,682,696,Still Active,Still Active,134,120,0,2,5,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2645,Type3,Block,8,589,698,682,699,Still Active,Still Active,134,117,0,2,2,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2646,Type3,Block,8,589,707,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2647,Type3,Block,8,589,708,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2648,Type3,Block,8,590,591,682,682,Still Active,Still Active,134,134,0,2,0,70,flex.c,ruby.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2649,Type3,Block,8,590,592,682,682,Still Active,Still Active,134,134,2,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2650,Type3,Block,8,590,593,682,682,Still Active,Still Active,134,134,1,1,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2651,Type3,Block,8,590,594,682,682,Still Active,687,134,5,0,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
2652,Type3,Block,8,590,595,682,682,Still Active,Still Active,134,134,0,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2653,Type3,Block,8,590,596,682,682,Still Active,Still Active,134,134,2,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2654,Type3,Block,8,590,597,682,682,Still Active,Still Active,134,134,0,2,4,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2655,Type3,Block,8,590,598,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2656,Type3,Block,8,590,599,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2657,Type3,Block,8,590,600,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2658,Type3,Block,8,590,670,682,693,Still Active,Still Active,134,123,0,2,4,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2659,Type3,Block,8,590,693,682,696,Still Active,Still Active,134,120,0,2,5,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2660,Type3,Block,8,590,698,682,699,Still Active,Still Active,134,117,0,2,2,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2661,Type3,Block,8,590,707,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2662,Type3,Block,8,590,708,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2663,Type3,Block,8,591,592,682,682,Still Active,Still Active,134,134,0,0,2,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2664,Type3,Block,8,591,593,682,682,Still Active,Still Active,134,134,0,0,2,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2665,Type3,Block,8,591,594,682,682,Still Active,687,134,5,0,0,0,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
2666,Type3,Block,8,591,595,682,682,Still Active,Still Active,134,134,0,0,0,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2667,Type3,Block,8,591,596,682,682,Still Active,Still Active,134,134,0,0,2,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2668,Type3,Block,8,591,597,682,682,Still Active,Still Active,134,134,0,0,4,70,ruby.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2669,Type3,Block,8,591,598,682,682,Still Active,Still Active,134,134,0,0,1,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2670,Type3,Block,8,591,599,682,682,Still Active,Still Active,134,134,0,0,1,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2671,Type3,Block,8,591,600,682,682,Still Active,Still Active,134,134,0,0,1,70,ruby.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2672,Type3,Block,8,591,670,682,693,Still Active,Still Active,134,123,0,0,4,70,ruby.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2673,Type3,Block,8,591,693,682,696,Still Active,Still Active,134,120,0,0,5,70,ruby.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2674,Type3,Block,8,591,698,682,699,Still Active,Still Active,134,117,0,0,2,70,ruby.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2675,Type3,Block,8,591,707,682,710,Still Active,Still Active,134,106,0,0,0,70,ruby.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2676,Type3,Block,8,591,708,682,710,Still Active,Still Active,134,106,0,0,0,70,ruby.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2677,Type3,Block,8,592,593,682,682,Still Active,Still Active,134,134,1,1,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2678,Type3,Block,8,592,594,682,682,Still Active,687,134,5,0,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
2679,Type3,Block,8,592,595,682,682,Still Active,Still Active,134,134,0,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2680,Type3,Block,8,592,596,682,682,Still Active,Still Active,134,134,2,0,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2681,Type3,Block,8,592,597,682,682,Still Active,Still Active,134,134,0,2,4,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2682,Type3,Block,8,592,598,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2683,Type3,Block,8,592,599,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2684,Type3,Block,8,592,600,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2685,Type3,Block,8,592,670,682,693,Still Active,Still Active,134,123,0,2,4,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2686,Type3,Block,8,592,693,682,696,Still Active,Still Active,134,120,0,2,5,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2687,Type3,Block,8,592,698,682,699,Still Active,Still Active,134,117,0,2,2,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2688,Type3,Block,8,592,707,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2689,Type3,Block,8,592,708,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2690,Type3,Block,8,593,594,682,682,Still Active,687,134,5,0,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
2691,Type3,Block,8,593,595,682,682,Still Active,Still Active,134,134,0,2,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2692,Type3,Block,8,593,596,682,682,Still Active,Still Active,134,134,1,1,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2693,Type3,Block,8,593,597,682,682,Still Active,Still Active,134,134,0,2,4,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2694,Type3,Block,8,593,598,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2695,Type3,Block,8,593,599,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2696,Type3,Block,8,593,600,682,682,Still Active,Still Active,134,134,1,1,0,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2697,Type3,Block,8,593,670,682,693,Still Active,Still Active,134,123,0,1,4,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2698,Type3,Block,8,593,693,682,696,Still Active,Still Active,134,120,0,1,5,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2699,Type3,Block,8,593,698,682,699,Still Active,Still Active,134,117,0,1,2,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2700,Type3,Block,8,593,707,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2701,Type3,Block,8,593,708,682,710,Still Active,Still Active,134,106,0,1,0,70,flex.c,regcomp.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2702,Type3,Block,8,594,595,682,682,687,Still Active,5,134,0,0,0,70,flex.c,flex.c,0,dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2703,Type3,Block,8,594,596,682,682,687,Still Active,5,134,0,0,0,70,flex.c,flex.c,0,dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2704,Type3,Block,8,594,597,682,682,687,Still Active,5,134,0,0,0,70,flex.c,jscript.c,1,dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2705,Type3,Block,8,594,598,682,682,687,Still Active,5,134,0,0,0,70,flex.c,flex.c,0,dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2706,Type3,Block,8,594,599,682,682,687,Still Active,5,134,0,0,0,70,flex.c,flex.c,0,dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2707,Type3,Block,8,594,600,682,682,687,Still Active,5,134,0,0,0,70,flex.c,flex.c,0,dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2708,Type3,Block,8,594,670,682,693,687,Still Active,5,123,0,0,0,70,flex.c,tex.c,1,dfishburn,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2709,Type3,Block,8,594,693,682,696,687,Still Active,5,120,0,0,0,70,flex.c,tex.c,1,dfishburn,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2710,Type3,Block,8,594,698,682,699,687,Still Active,5,117,0,0,0,70,flex.c,sql.c,1,dfishburn,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
2711,Type3,Block,8,594,707,682,710,687,Still Active,5,106,0,0,0,70,flex.c,regcomp.c,1,dfishburn,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2712,Type3,Block,8,594,708,682,710,687,Still Active,5,106,0,0,0,70,flex.c,regcomp.c,1,dfishburn,dhiebert; elias; jafl; dfishburn; elliotth; vberthoux; perlguy0
2713,Type3,Block,8,595,596,682,682,Still Active,Still Active,134,134,0,0,2,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2714,Type3,Block,8,595,597,682,682,Still Active,Still Active,134,134,0,0,4,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2715,Type3,Block,8,595,598,682,682,Still Active,Still Active,134,134,0,0,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2716,Type3,Block,8,595,599,682,682,Still Active,Still Active,134,134,0,0,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2717,Type3,Block,8,595,600,682,682,Still Active,Still Active,134,134,0,0,1,70,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
2718,Type3,Block,8,595,670,682,693,Still Active,Still Active,134,123,0,0,4,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
