pairId,cloneType,granularity,classId,clone1_gcid,clone2_gcid,clone1_addedRev,clone2_addedRev,clone1_deletedRev,clone2_deletedRev,clone1_lifespan,clone2_lifespan,co_change,gcid1_independent_change,gcid2_independent_change,similarity,filepath1,filepath2,file_distance,gcid1_authors,gcid2_authors
1138,Type3,Block,2,26,283,2,173,Still Active,Still Active,814,643,1,0,1,70,rexx.c,verilog.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1139,Type3,Block,2,26,296,2,215,Still Active,Still Active,814,601,1,0,7,70,rexx.c,sql.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
1140,Type3,Block,2,26,315,2,218,Still Active,Still Active,814,598,1,0,3,70,rexx.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1141,Type3,Block,2,26,320,2,227,Still Active,Still Active,814,589,1,0,1,70,rexx.c,cobol.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1142,Type3,Block,2,26,321,2,242,Still Active,Still Active,814,574,1,0,3,70,rexx.c,sml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1143,Type3,Block,2,26,330,2,243,Still Active,Still Active,814,573,1,0,4,70,rexx.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1144,Type3,Block,2,26,340,2,264,Still Active,Still Active,814,552,1,0,0,70,rexx.c,erlang.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1145,Type3,Block,2,26,364,2,286,Still Active,461,814,175,1,0,0,70,rexx.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth
1146,Type3,Block,2,26,365,2,286,Still Active,Still Active,814,530,1,0,0,70,rexx.c,html.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1147,Type3,Block,2,26,408,2,459,Still Active,Still Active,814,357,0,0,1,70,rexx.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
1148,Type3,Block,2,26,409,2,459,Still Active,579,814,120,0,0,1,70,rexx.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1149,Type3,Block,2,26,410,2,459,Still Active,579,814,120,0,0,1,70,rexx.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1150,Type3,Block,2,26,413,2,461,Still Active,Still Active,814,355,0,0,12,70,rexx.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1151,Type3,Block,2,26,414,2,461,Still Active,Still Active,814,355,0,0,5,70,rexx.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1152,Type3,Block,2,26,501,2,487,Still Active,Still Active,814,329,0,0,2,70,rexx.c,php.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
1153,Type3,Block,2,26,511,2,591,Still Active,707,814,116,0,0,0,70,rexx.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1154,Type3,Block,2,26,512,2,591,Still Active,707,814,116,0,0,0,70,rexx.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1155,Type3,Block,2,26,539,2,654,Still Active,Still Active,814,162,0,0,1,70,rexx.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1156,Type3,Block,2,26,540,2,654,Still Active,Still Active,814,162,0,0,2,70,rexx.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1157,Type3,Block,2,26,575,2,682,Still Active,Still Active,814,134,0,0,1,70,rexx.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1158,Type3,Block,2,26,576,2,682,Still Active,Still Active,814,134,0,0,0,70,rexx.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1159,Type3,Block,2,26,665,2,693,Still Active,Still Active,814,123,0,0,2,70,rexx.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1160,Type3,Block,2,26,666,2,693,Still Active,Still Active,814,123,0,0,0,70,rexx.c,ant.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1161,Type3,Block,2,26,667,2,693,Still Active,Still Active,814,123,0,0,0,70,rexx.c,dosbatch.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1162,Type3,Block,2,26,668,2,693,Still Active,Still Active,814,123,0,0,0,70,rexx.c,matlab.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1163,Type3,Block,2,26,669,2,693,Still Active,Still Active,814,123,0,0,2,70,rexx.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1164,Type3,Block,2,26,745,2,717,Still Active,Still Active,814,99,0,0,0,70,rexx.c,ocaml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
1165,Type3,Block,2,26,783,2,771,Still Active,Still Active,814,45,0,0,0,70,rexx.c,objc.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
1166,Type3,Block,2,27,28,2,2,Still Active,Still Active,814,814,1,0,11,70,keyword.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1167,Type3,Block,2,27,29,2,2,Still Active,Still Active,814,814,1,0,2,70,keyword.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1168,Type3,Block,2,27,30,2,2,Still Active,Still Active,814,814,1,0,2,70,keyword.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1169,Type3,Block,2,27,31,2,2,Still Active,Still Active,814,814,1,0,11,70,keyword.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1170,Type3,Block,2,27,32,2,2,Still Active,312,814,310,0,0,3,70,keyword.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1171,Type3,Block,2,27,243,2,43,Still Active,Still Active,814,773,1,0,0,70,keyword.c,lua.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1172,Type3,Block,2,27,270,2,119,Still Active,147,814,28,0,0,1,70,keyword.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1173,Type3,Block,2,27,274,2,147,Still Active,Still Active,814,669,1,0,1,70,keyword.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1174,Type3,Block,2,27,283,2,173,Still Active,Still Active,814,643,1,0,1,70,keyword.c,verilog.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1175,Type3,Block,2,27,296,2,215,Still Active,Still Active,814,601,1,0,7,70,keyword.c,sql.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
1176,Type3,Block,2,27,315,2,218,Still Active,Still Active,814,598,1,0,3,70,keyword.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1177,Type3,Block,2,27,320,2,227,Still Active,Still Active,814,589,1,0,1,70,keyword.c,cobol.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1178,Type3,Block,2,27,321,2,242,Still Active,Still Active,814,574,1,0,3,70,keyword.c,sml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1179,Type3,Block,2,27,330,2,243,Still Active,Still Active,814,573,1,0,4,70,keyword.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1180,Type3,Block,2,27,340,2,264,Still Active,Still Active,814,552,1,0,0,70,keyword.c,erlang.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1181,Type3,Block,2,27,364,2,286,Still Active,461,814,175,1,0,0,70,keyword.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth
1182,Type3,Block,2,27,365,2,286,Still Active,Still Active,814,530,1,0,0,70,keyword.c,html.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1183,Type3,Block,2,27,408,2,459,Still Active,Still Active,814,357,0,0,1,70,keyword.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
1184,Type3,Block,2,27,409,2,459,Still Active,579,814,120,0,0,1,70,keyword.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1185,Type3,Block,2,27,410,2,459,Still Active,579,814,120,0,0,1,70,keyword.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1186,Type3,Block,2,27,413,2,461,Still Active,Still Active,814,355,0,0,12,70,keyword.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1187,Type3,Block,2,27,414,2,461,Still Active,Still Active,814,355,0,0,5,70,keyword.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1188,Type3,Block,2,27,501,2,487,Still Active,Still Active,814,329,0,0,2,70,keyword.c,php.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
1189,Type3,Block,2,27,511,2,591,Still Active,707,814,116,0,0,0,70,keyword.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1190,Type3,Block,2,27,512,2,591,Still Active,707,814,116,0,0,0,70,keyword.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1191,Type3,Block,2,27,539,2,654,Still Active,Still Active,814,162,0,0,1,70,keyword.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1192,Type3,Block,2,27,540,2,654,Still Active,Still Active,814,162,0,0,2,70,keyword.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1193,Type3,Block,2,27,575,2,682,Still Active,Still Active,814,134,0,0,1,70,keyword.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1194,Type3,Block,2,27,576,2,682,Still Active,Still Active,814,134,0,0,0,70,keyword.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1195,Type3,Block,2,27,665,2,693,Still Active,Still Active,814,123,0,0,2,70,keyword.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1196,Type3,Block,2,27,666,2,693,Still Active,Still Active,814,123,0,0,0,70,keyword.c,ant.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1197,Type3,Block,2,27,667,2,693,Still Active,Still Active,814,123,0,0,0,70,keyword.c,dosbatch.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1198,Type3,Block,2,27,668,2,693,Still Active,Still Active,814,123,0,0,0,70,keyword.c,matlab.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1199,Type3,Block,2,27,669,2,693,Still Active,Still Active,814,123,0,0,2,70,keyword.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1200,Type3,Block,2,27,745,2,717,Still Active,Still Active,814,99,0,0,0,70,keyword.c,ocaml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
1201,Type3,Block,2,27,783,2,771,Still Active,Still Active,814,45,0,0,0,70,keyword.c,objc.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
1202,Type3,Block,2,28,29,2,2,Still Active,Still Active,814,814,1,11,2,70,c.c,options.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1203,Type3,Block,2,28,30,2,2,Still Active,Still Active,814,814,1,11,2,70,c.c,options.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1204,Type3,Block,2,28,31,2,2,Still Active,Still Active,814,814,11,1,1,70,c.c,c.c,0,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1205,Type3,Block,2,28,32,2,2,Still Active,312,814,310,0,3,3,70,c.c,options.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1206,Type3,Block,2,28,243,2,43,Still Active,Still Active,814,773,1,11,0,70,c.c,lua.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1207,Type3,Block,2,28,270,2,119,Still Active,147,814,28,0,0,1,70,c.c,asm.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1208,Type3,Block,2,28,274,2,147,Still Active,Still Active,814,669,1,11,1,70,c.c,asm.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1209,Type3,Block,2,28,283,2,173,Still Active,Still Active,814,643,1,11,1,70,c.c,verilog.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1210,Type3,Block,2,28,296,2,215,Still Active,Still Active,814,601,1,10,7,70,c.c,sql.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
1211,Type3,Block,2,28,315,2,218,Still Active,Still Active,814,598,3,8,1,70,c.c,c.c,0,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1212,Type3,Block,2,28,320,2,227,Still Active,Still Active,814,589,1,9,1,70,c.c,cobol.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1213,Type3,Block,2,28,321,2,242,Still Active,Still Active,814,574,1,9,3,70,c.c,sml.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1214,Type3,Block,2,28,330,2,243,Still Active,Still Active,814,573,4,6,1,70,c.c,c.c,0,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1215,Type3,Block,2,28,340,2,264,Still Active,Still Active,814,552,1,8,0,70,c.c,erlang.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1216,Type3,Block,2,28,364,2,286,Still Active,461,814,175,1,3,0,70,c.c,jscript.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth
1217,Type3,Block,2,28,365,2,286,Still Active,Still Active,814,530,1,8,0,70,c.c,html.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1218,Type3,Block,2,28,408,2,459,Still Active,Still Active,814,357,0,5,1,70,c.c,basic.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
1219,Type3,Block,2,28,409,2,459,Still Active,579,814,120,0,3,1,70,c.c,basic.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1220,Type3,Block,2,28,410,2,459,Still Active,579,814,120,0,3,1,70,c.c,basic.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1221,Type3,Block,2,28,413,2,461,Still Active,Still Active,814,355,0,5,12,70,c.c,jscript.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1222,Type3,Block,2,28,414,2,461,Still Active,Still Active,814,355,0,5,5,70,c.c,jscript.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1223,Type3,Block,2,28,501,2,487,Still Active,Still Active,814,329,0,5,2,70,c.c,php.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
1224,Type3,Block,2,28,511,2,591,Still Active,707,814,116,0,2,0,70,c.c,regex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1225,Type3,Block,2,28,512,2,591,Still Active,707,814,116,0,2,0,70,c.c,regex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1226,Type3,Block,2,28,539,2,654,Still Active,Still Active,814,162,0,1,1,70,c.c,vhdl.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1227,Type3,Block,2,28,540,2,654,Still Active,Still Active,814,162,0,1,2,70,c.c,vhdl.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1228,Type3,Block,2,28,575,2,682,Still Active,Still Active,814,134,0,1,1,70,c.c,flex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1229,Type3,Block,2,28,576,2,682,Still Active,Still Active,814,134,0,1,0,70,c.c,flex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1230,Type3,Block,2,28,665,2,693,Still Active,Still Active,814,123,0,0,2,70,c.c,tex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
