verification_revision,gcid,classid,decision_index,prev_change_revision,gap_since_prev_change,n_prior_changes,n_prior_co_changes,n_prior_solo_changes,co_change_ratio,solo_change_ratio,revs_since_last_change,revs_since_last_co_change,revs_since_last_solo_change,solo_events_since_last_co_change,recent_co_ratio_last5,recent_solo_ratio_last5,nlines,similarity,file_age,change_density,stability_index,class_size,alive_peer_count,frac_peers_same_file,frac_peers_same_method,mean_peer_co_ratio,max_peer_co_ratio,min_peer_co_ratio,mean_peer_depth,independent_ratio_decay_h10,coupling_strength_decay_h10,independent_ratio_decay_h20,coupling_strength_decay_h20,independent_ratio_decay_h50,coupling_strength_decay_h50,coupling_trend,cumulative_churn,distinct_authors,major_author_prop,label
800,281,7,15,800,0,13,2,8,0.1538,0.6154,2,214,2,8,0.0,1.0,7,83,339,0.0383,1.6433,58,19,0.0526,0.0,0.0121,0.1538,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9917,0.0083,-0.3333,1876,1,1.0,0
800,281,7,16,800,0,13,2,8,0.1538,0.6154,2,214,2,8,0.0,1.0,7,83,339,0.0383,1.6433,58,19,0.0526,0.0,0.0121,0.1538,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9917,0.0083,-0.3333,1876,1,1.0,0
800,299,27,6,659,141,5,5,0,1.0,0.0,141,141,-1,0,1.0,0.0,134,75,339,0.0147,0.9354,71,27,0.1111,0.8519,0.0889,0.8,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1221,1,1.0,0
800,301,28,10,798,2,9,2,3,0.2222,0.3333,2,3,2,1,0.4,0.6,7,80,339,0.0265,1.2556,55,14,0.3571,0.0,0.0556,0.2222,0.0,0.64,0.7134,0.2866,0.731,0.269,0.7412,0.2588,0.15,1280,1,1.0,1
800,307,30,24,793,7,23,13,1,0.5652,0.0435,7,7,338,0,1.0,0.0,10,70,339,0.0678,1.8258,96,49,0.2653,0.0,0.1047,0.7391,0.0,0.73,0.0,1.0,0.0,1.0,0.0019,0.9981,0.0909,3436,1,1.0,1
800,309,30,20,798,2,19,13,1,0.6842,0.0526,2,2,37,0,1.0,0.0,10,70,339,0.056,1.4972,96,49,0.2653,0.0,0.0741,0.7368,0.0,0.73,0.0158,0.9842,0.0455,0.9545,0.0735,0.9265,-0.1,2233,1,1.0,1
800,309,30,21,800,0,19,13,1,0.6842,0.0526,2,2,37,0,1.0,0.0,10,70,339,0.056,1.4972,96,49,0.2653,0.0,0.0741,0.7368,0.0,0.73,0.0158,0.9842,0.0455,0.9545,0.0735,0.9265,-0.1,2233,1,1.0,1
800,342,36,12,798,2,11,1,5,0.0909,0.4545,2,330,2,5,0.0,1.0,5,71,339,0.0324,1.2163,71,31,0.2258,0.0,0.0029,0.0909,0.0,0.77,1.0,0.0,1.0,0.0,0.9988,0.0012,-0.2,820,1,1.0,1
800,342,36,13,800,0,11,1,5,0.0909,0.4545,2,330,2,5,0.0,1.0,5,71,339,0.0324,1.2163,71,31,0.2258,0.0,0.0029,0.0909,0.0,0.77,1.0,0.0,1.0,0.0,0.9988,0.0012,-0.2,820,1,1.0,1
800,398,35,8,793,7,7,3,1,0.4286,0.1429,7,7,161,0,1.0,0.0,16,78,166,0.0422,1.6011,146,96,0.1562,0.0104,0.0417,0.8571,0.0,0.84,0.0,1.0,0.0012,0.9988,0.0269,0.9731,0.3333,264,1,1.0,1
800,398,35,9,800,0,7,3,1,0.4286,0.1429,7,7,161,0,1.0,0.0,16,78,166,0.0422,1.6011,146,96,0.1562,0.0104,0.0417,0.8571,0.0,0.84,0.0,1.0,0.0012,0.9988,0.0269,0.9731,0.3333,264,1,1.0,1
800,433,33,2,664,136,1,1,0,1.0,0.0,136,136,-1,0,1.0,0.0,20,73,136,0.0074,0.8824,113,73,0.2329,0.0,0.0822,1.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,1.0,0.0,61,1,1.0,1
800,511,40,3,797,3,2,2,0,1.0,0.0,3,3,-1,0,1.0,0.0,216,73,118,0.0169,0.8593,106,74,0.2027,0.0135,0.0473,1.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,221,1,1.0,1
805,262,15,4,598,207,3,1,2,0.3333,0.6667,207,362,207,1,0.3333,0.6667,7,100,404,0.0074,1.7067,40,13,0.0,0.0,0.3077,0.3333,0.0,1.0,1.0,0.0,0.9954,0.0046,0.9013,0.0987,0.0,214,1,1.0,0
805,262,15,5,805,0,3,1,2,0.3333,0.6667,207,362,207,1,0.3333,0.6667,7,100,404,0.0074,1.7067,40,13,0.0,0.0,0.3077,0.3333,0.0,1.0,1.0,0.0,0.9954,0.0046,0.9013,0.0987,0.0,214,1,1.0,0
809,281,7,17,800,9,16,2,9,0.125,0.5625,9,223,9,9,0.0,1.0,7,83,348,0.046,1.7331,58,19,0.0526,0.0,0.0099,0.125,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9941,0.0059,-0.25,2491,1,1.0,0
809,281,7,18,809,0,16,2,9,0.125,0.5625,9,223,9,9,0.0,1.0,7,83,348,0.046,1.7331,58,19,0.0526,0.0,0.0099,0.125,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9941,0.0059,-0.25,2491,1,1.0,0
809,281,7,19,809,0,16,2,9,0.125,0.5625,9,223,9,9,0.0,1.0,7,83,348,0.046,1.7331,58,19,0.0526,0.0,0.0099,0.125,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9941,0.0059,-0.25,2491,1,1.0,0
809,309,30,22,800,9,21,14,1,0.6667,0.0476,9,9,46,0,1.0,0.0,10,70,348,0.0603,1.5421,96,49,0.2653,0.0,0.0709,0.7619,0.0,0.73,0.0112,0.9888,0.0343,0.9657,0.059,0.941,-0.0909,2643,1,1.0,1
809,309,30,23,809,0,21,14,1,0.6667,0.0476,9,9,46,0,1.0,0.0,10,70,348,0.0603,1.5421,96,49,0.2653,0.0,0.0709,0.7619,0.0,0.73,0.0112,0.9888,0.0343,0.9657,0.059,0.941,-0.0909,2643,1,1.0,1
809,315,30,6,793,16,5,5,0,1.0,0.0,16,16,-1,0,1.0,0.0,17,83,348,0.0144,0.9607,96,49,0.2653,0.0,0.1837,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1020,1,1.0,1
809,330,30,3,477,332,2,2,0,1.0,0.0,332,332,-1,0,1.0,0.0,10,70,348,0.0057,0.4803,96,50,0.28,0.02,0.39,1.0,0.0,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
809,342,36,14,800,9,13,2,5,0.1538,0.3846,9,9,11,0,0.4,0.6,5,71,348,0.0374,1.2612,71,31,0.2258,0.0,0.0074,0.1538,0.0,0.77,0.7443,0.2557,0.7839,0.2161,0.8113,0.1887,0.119,1230,1,1.0,0
809,342,36,15,809,0,13,2,5,0.1538,0.3846,9,9,11,0,0.4,0.6,5,71,348,0.0374,1.2612,71,31,0.2258,0.0,0.0074,0.1538,0.0,0.77,0.7443,0.2557,0.7839,0.2161,0.8113,0.1887,0.119,1230,1,1.0,0
813,396,40,2,630,183,1,1,0,1.0,0.0,183,183,-1,0,1.0,0.0,5,71,183,0.0055,0.9733,106,74,0.4189,0.0135,0.0811,1.0,0.0,0.58,0.0,1.0,0.0,1.0,0.0,1.0,0.0,60,1,1.0,0
816,262,15,6,805,11,5,1,3,0.2,0.6,11,373,11,2,0.2,0.8,7,100,415,0.012,1.7788,40,13,0.0,0.0,0.1846,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.9968,0.0032,-0.5,444,1,1.0,0
816,262,15,7,816,0,5,1,3,0.2,0.6,11,373,11,2,0.2,0.8,7,100,415,0.012,1.7788,40,13,0.0,0.0,0.1846,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.9968,0.0032,-0.5,444,1,1.0,0
816,262,15,8,816,0,5,1,3,0.2,0.6,11,373,11,2,0.2,0.8,7,100,415,0.012,1.7788,40,13,0.0,0.0,0.1846,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.9968,0.0032,-0.5,444,1,1.0,0
816,262,15,9,816,0,5,1,3,0.2,0.6,11,373,11,2,0.2,0.8,7,100,415,0.012,1.7788,40,13,0.0,0.0,0.1846,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.9968,0.0032,-0.5,444,1,1.0,0
816,262,15,10,816,0,5,1,3,0.2,0.6,11,373,11,2,0.2,0.8,7,100,415,0.012,1.7788,40,13,0.0,0.0,0.1846,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.9968,0.0032,-0.5,444,1,1.0,0
