revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
311 | toWire | toWire(DataByteOutputStream out, int section, Compression c) | DNS | Record | org/xbill/DNS/Record.java | 159 | 160 | 222840 | 155
311 | toWire | toWire(int section) throws IOException | DNS | Record | org/xbill/DNS/Record.java | 180 | 184 | 222841 | 156
311 | toWireCanonical | toWireCanonical(DataByteOutputStream out) throws IOException | DNS | Name | org/xbill/DNS/Name.java | 257 | 264 | 222842 | 78
311 | toWireCanonical | toWireCanonical() throws IOException | DNS | Record | org/xbill/DNS/Record.java | 203 | 207 | 222843 | 78
311 | toWireCanonical | toWireCanonical(DataByteOutputStream out) throws IOException | DNS | Record | org/xbill/DNS/Record.java | 187 | 196 | 222844 | 78
311 | truncate | truncate(Message in, int length, int maxLength) |  | jnamed | jnamed.java | 300 | 319 | 222845 | 279
311 | truncateSection | truncateSection(Message in, int maxLength, int length, int section) |  | jnamed | jnamed.java | 272 | 297 | 222846 | 280
311 | uniqueID | uniqueID(Message m) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 250 | 255 | 222847 | 337
311 | uniqueID | uniqueID(Message m) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 234 | 239 | 222848 | 337
311 | unsetFlag | unsetFlag(int bit) | DNS | Header | org/xbill/DNS/Header.java | 82 | 84 | 222849 | 84
311 | updString | updString(int i) | DNS | Section | org/xbill/DNS/Section.java | 80 | 83 | 222850 | 254
311 | update | update(Record r) | DNS | Cache | org/xbill/DNS/Cache.java | 57 | 62 | 222851 | 169
311 | update | update(InputStream in) throws IOException |  | update | update.java | 28 | 175 | 222852 | 169
311 | usage | usage() |  | dig | dig.java | 14 | 17 | 222853 | 85
311 | value | value(String s) | DNS | DClass | org/xbill/DNS/DClass.java | 52 | 62 | 222854 | 257
311 | value | value(String s) | DNS | Flags | org/xbill/DNS/Flags.java | 59 | 69 | 222855 | 257
311 | value | value(String s) | DNS | Opcode | org/xbill/DNS/Opcode.java | 43 | 53 | 222856 | 257
311 | value | value(String s) | DNS | Rcode | org/xbill/DNS/Rcode.java | 86 | 96 | 222857 | 257
311 | value | value(String s) | DNS | Section | org/xbill/DNS/Section.java | 87 | 97 | 222858 | 257
311 | value | value(String s) | DNS | Type | org/xbill/DNS/Type.java | 204 | 214 | 222859 | 257
311 | verifyAXFRStart | verifyAXFRStart() | DNS | TSIG | org/xbill/DNS/TSIG.java | 166 | 168 | 222860 | 114
311 | wild | wild() | DNS | Name | org/xbill/DNS/Name.java | 145 | 149 | 222861 | 327
311 | writeBigInteger | writeBigInteger(BigInteger i) | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 104 | 114 | 222862 | 287
311 | writeByte | writeByte(int i) | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 41 | 43 | 222863 | 185
311 | writeFlags | writeFlags(DataByteOutputStream out) throws IOException | DNS | Header | org/xbill/DNS/Header.java | 186 | 196 | 222864 | 86
311 | writeInt | writeInt(int i) | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 60 | 65 | 222865 | 186
311 | writeLong | writeLong(long l) | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 72 | 81 | 222866 | 187
311 | writeShort | writeShort(int i) | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 50 | 53 | 222867 | 188
311 | writeShortAt | writeShortAt(int i, int pos) throws IllegalArgumentException | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 122 | 129 | 222868 | 285
311 | writeString | writeString(String s) | DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 88 | 96 | 222869 | 189
