model,revision,gcid,actual_label,pred_label,pred_proba,correct,threshold
RandomForest,190,139,1,1.0,0.3951,1.0,0.361
RandomForest,190,150,1,1.0,0.6504,1.0,0.361
RandomForest,190,151,1,1.0,0.6565,1.0,0.361
RandomForest,190,152,1,1.0,0.6565,1.0,0.361
RandomForest,190,153,1,1.0,0.6565,1.0,0.361
RandomForest,200,170,0,0.0,0.1316,1.0,0.361
RandomForest,200,179,1,0.0,0.2029,0.0,0.361
RandomForest,201,148,0,0.0,0.1547,1.0,0.361
RandomForest,218,77,1,1.0,0.7164,1.0,0.361
RandomForest,218,79,1,1.0,0.7164,1.0,0.361
RandomForest,218,80,0,0.0,0.1666,1.0,0.361
RandomForest,258,148,0,0.0,0.2043,1.0,0.361
RandomForest,259,147,0,0.0,0.173,1.0,0.361
RandomForest,259,148,0,0.0,0.1966,1.0,0.361
RandomForest,260,72,1,0.0,0.1423,0.0,0.361
RandomForest,267,54,1,1.0,0.7328,1.0,0.361
RandomForest,267,55,1,1.0,0.7317,1.0,0.361
RandomForest,267,71,0,0.0,0.1411,1.0,0.361
RandomForest,267,73,1,1.0,0.7412,1.0,0.361
RandomForest,267,210,0,0.0,0.2343,1.0,0.361
RandomForest,273,30,1,0.0,0.2372,0.0,0.361
RandomForest,273,86,1,1.0,0.7959,1.0,0.361
RandomForest,273,112,1,0.0,0.2123,0.0,0.361
RandomForest,273,116,1,1.0,0.8081,1.0,0.361
RandomForest,273,117,1,1.0,0.7959,1.0,0.361
RandomForest,273,118,1,1.0,0.8524,1.0,0.361
RandomForest,273,119,1,1.0,0.8524,1.0,0.361
RandomForest,273,120,0,0.0,0.1189,1.0,0.361
RandomForest,273,123,1,0.0,0.1212,0.0,0.361
RandomForest,273,124,1,1.0,0.7502,1.0,0.361
RandomForest,273,125,1,1.0,0.7502,1.0,0.361
RandomForest,273,181,0,0.0,0.146,1.0,0.361
RandomForest,273,223,0,0.0,0.1176,1.0,0.361
RandomForest,274,71,0,0.0,0.205,1.0,0.263
RandomForest,282,12,1,1.0,0.2728,1.0,0.263
RandomForest,282,53,1,1.0,0.9088,1.0,0.263
RandomForest,282,54,1,1.0,0.8959,1.0,0.263
RandomForest,282,55,1,1.0,0.8959,1.0,0.263
RandomForest,282,57,1,1.0,0.9028,1.0,0.263
RandomForest,282,71,0,0.0,0.259,1.0,0.263
RandomForest,282,72,1,1.0,0.8288,1.0,0.263
RandomForest,282,73,1,1.0,0.8244,1.0,0.263
RandomForest,282,210,0,0.0,0.2311,1.0,0.263
RandomForest,282,226,1,1.0,0.538,1.0,0.263
RandomForest,282,227,1,1.0,0.6404,1.0,0.263
RandomForest,282,241,1,1.0,0.4858,1.0,0.263
RandomForest,289,199,0,0.0,0.0998,1.0,0.263
RandomForest,331,201,1,1.0,0.9187,1.0,0.263
RandomForest,331,208,1,1.0,0.9187,1.0,0.263
RandomForest,331,209,0,1.0,0.846,0.0,0.263
RandomForest,333,86,1,1.0,0.8954,1.0,0.263
RandomForest,333,117,1,1.0,0.8954,1.0,0.263
RandomForest,333,118,1,1.0,0.9192,1.0,0.263
RandomForest,333,119,1,1.0,0.9192,1.0,0.263
RandomForest,333,120,0,0.0,0.1885,1.0,0.263
RandomForest,333,123,1,1.0,0.8694,1.0,0.263
RandomForest,333,124,1,1.0,0.8703,1.0,0.263
RandomForest,333,125,1,1.0,0.8703,1.0,0.263
RandomForest,333,181,0,1.0,0.2664,0.0,0.263
RandomForest,333,223,0,0.0,0.1073,1.0,0.263
RandomForest,333,245,1,1.0,0.6167,1.0,0.263
RandomForest,338,223,0,0.0,0.1482,1.0,0.28
RandomForest,345,159,0,0.0,0.1651,1.0,0.28
RandomForest,345,254,1,1.0,0.689,1.0,0.28
RandomForest,345,255,1,1.0,0.689,1.0,0.28
RandomForest,346,86,1,1.0,0.876,1.0,0.28
RandomForest,346,117,1,1.0,0.876,1.0,0.28
RandomForest,346,119,0,1.0,0.922,0.0,0.28
RandomForest,346,120,0,0.0,0.1715,1.0,0.28
RandomForest,346,123,1,1.0,0.9038,1.0,0.28
RandomForest,346,124,1,1.0,0.9012,1.0,0.28
RandomForest,346,125,1,1.0,0.9012,1.0,0.28
RandomForest,346,181,0,0.0,0.2589,1.0,0.28
RandomForest,346,223,0,0.0,0.1245,1.0,0.28
RandomForest,346,245,1,1.0,0.802,1.0,0.28
RandomForest,346,254,1,1.0,0.9544,1.0,0.28
RandomForest,346,255,1,1.0,0.9544,1.0,0.28
RandomForest,374,123,1,1.0,0.8335,1.0,0.28
RandomForest,374,157,0,1.0,0.8431,0.0,0.28
RandomForest,374,159,0,0.0,0.1913,1.0,0.28
RandomForest,374,160,1,1.0,0.793,1.0,0.28
RandomForest,374,161,1,1.0,0.793,1.0,0.28
RandomForest,374,245,1,1.0,0.8194,1.0,0.28
RandomForest,377,80,0,0.0,0.2161,1.0,0.263
RandomForest,380,201,1,1.0,0.8221,1.0,0.263
RandomForest,380,208,1,1.0,0.8221,1.0,0.263
RandomForest,380,209,0,1.0,0.5064,0.0,0.263
RandomForest,381,129,0,0.0,0.2465,1.0,0.28
RandomForest,386,123,1,1.0,0.8144,1.0,0.28
RandomForest,386,245,1,1.0,0.8451,1.0,0.28
RandomForest,390,216,0,1.0,0.3575,0.0,0.28
RandomForest,390,222,0,0.0,0.243,1.0,0.28
RandomForest,391,216,0,0.0,0.2188,1.0,0.361
RandomForest,391,222,0,0.0,0.1448,1.0,0.361
RandomForest,400,19,0,0.0,0.3317,1.0,0.361
RandomForest,400,129,0,0.0,0.2052,1.0,0.361
RandomForest,402,129,0,0.0,0.1195,1.0,0.508
RandomForest,417,146,1,0.0,0.083,0.0,0.508
RandomForest,417,247,1,1.0,0.7175,1.0,0.508
RandomForest,417,248,1,1.0,0.7175,1.0,0.508
RandomForest,420,246,1,1.0,0.9387,1.0,0.508
RandomForest,420,247,1,1.0,0.9221,1.0,0.508
RandomForest,420,248,1,1.0,0.9221,1.0,0.508
RandomForest,423,264,0,1.0,0.7833,0.0,0.508
RandomForest,424,246,1,1.0,0.8768,1.0,0.508
RandomForest,424,247,1,1.0,0.8745,1.0,0.508
RandomForest,424,248,1,1.0,0.8745,1.0,0.508
RandomForest,425,246,0,1.0,0.9304,0.0,0.508
RandomForest,443,7,1,0.0,0.2661,0.0,0.508
RandomForest,443,13,1,0.0,0.2734,0.0,0.508
RandomForest,443,16,1,0.0,0.2393,0.0,0.508
RandomForest,443,19,1,0.0,0.2158,0.0,0.508
RandomForest,443,26,1,0.0,0.2492,0.0,0.508
RandomForest,443,27,1,0.0,0.2741,0.0,0.508
RandomForest,443,30,1,1.0,0.7244,1.0,0.508
RandomForest,443,31,1,1.0,0.776,1.0,0.508
RandomForest,443,32,1,1.0,0.776,1.0,0.508
RandomForest,443,38,0,0.0,0.1595,1.0,0.508
RandomForest,443,45,1,1.0,0.8298,1.0,0.508
RandomForest,443,46,1,1.0,0.8298,1.0,0.508
RandomForest,443,62,1,0.0,0.146,0.0,0.508
RandomForest,443,75,1,0.0,0.169,0.0,0.508
RandomForest,443,76,1,0.0,0.2188,0.0,0.508
RandomForest,443,77,1,1.0,0.9435,1.0,0.508
RandomForest,443,79,1,1.0,0.9435,1.0,0.508
RandomForest,443,80,1,0.0,0.0925,0.0,0.508
RandomForest,443,81,1,0.0,0.0902,0.0,0.508
RandomForest,443,86,1,1.0,0.8677,1.0,0.508
RandomForest,443,87,1,1.0,0.9166,1.0,0.508
RandomForest,443,88,1,1.0,0.9166,1.0,0.508
RandomForest,443,94,1,1.0,0.8332,1.0,0.508
RandomForest,443,95,1,1.0,0.8332,1.0,0.508
RandomForest,443,107,1,1.0,0.8702,1.0,0.508
RandomForest,443,108,1,1.0,0.8702,1.0,0.508
RandomForest,443,110,1,0.0,0.1012,0.0,0.508
RandomForest,443,112,1,1.0,0.9188,1.0,0.508
RandomForest,443,113,1,1.0,0.8854,1.0,0.508
RandomForest,443,114,1,1.0,0.8854,1.0,0.508
RandomForest,443,115,1,1.0,0.8854,1.0,0.508
RandomForest,443,116,1,1.0,0.9298,1.0,0.508
RandomForest,443,117,1,1.0,0.8677,1.0,0.508
RandomForest,443,118,1,1.0,0.7799,1.0,0.508
RandomForest,443,119,1,1.0,0.6764,1.0,0.508
RandomForest,443,120,0,0.0,0.0694,1.0,0.508
RandomForest,443,123,1,1.0,0.8694,1.0,0.508
RandomForest,443,124,1,1.0,0.8295,1.0,0.508
RandomForest,443,125,1,1.0,0.8295,1.0,0.508
RandomForest,443,129,1,0.0,0.0934,0.0,0.508
RandomForest,443,134,1,1.0,0.9269,1.0,0.508
RandomForest,443,135,1,1.0,0.9269,1.0,0.508
RandomForest,443,136,1,1.0,0.9152,1.0,0.508
RandomForest,443,139,1,1.0,0.9152,1.0,0.508
RandomForest,443,146,1,1.0,0.8225,1.0,0.508
RandomForest,443,147,0,0.0,0.1097,1.0,0.508
RandomForest,443,148,0,0.0,0.1237,1.0,0.508
RandomForest,443,149,1,1.0,0.7772,1.0,0.508
RandomForest,443,150,1,1.0,0.895,1.0,0.508
RandomForest,443,151,1,1.0,0.9188,1.0,0.508
RandomForest,443,152,1,1.0,0.8892,1.0,0.508
RandomForest,443,153,1,1.0,0.8892,1.0,0.508
RandomForest,443,155,1,1.0,0.8036,1.0,0.508
RandomForest,443,156,1,1.0,0.634,1.0,0.508
RandomForest,443,157,1,0.0,0.0897,0.0,0.508
RandomForest,443,158,1,1.0,0.7043,1.0,0.508
RandomForest,443,159,1,0.0,0.0911,0.0,0.508
RandomForest,443,160,1,1.0,0.8095,1.0,0.508
RandomForest,443,161,1,1.0,0.8095,1.0,0.508
RandomForest,443,162,1,1.0,0.5926,1.0,0.508
RandomForest,443,163,1,1.0,0.5812,1.0,0.508
RandomForest,443,174,1,0.0,0.2265,0.0,0.508
RandomForest,443,179,1,1.0,0.7002,1.0,0.508
RandomForest,443,180,1,0.0,0.1013,0.0,0.508
RandomForest,443,181,1,0.0,0.1326,0.0,0.508
RandomForest,443,182,1,1.0,0.7044,1.0,0.508
RandomForest,443,183,1,1.0,0.7044,1.0,0.508
RandomForest,443,187,1,1.0,0.7178,1.0,0.508
RandomForest,443,188,1,0.0,0.1673,0.0,0.508
RandomForest,443,191,1,1.0,0.6879,1.0,0.508
RandomForest,443,193,1,0.0,0.1013,0.0,0.508
RandomForest,443,195,1,0.0,0.212,0.0,0.508
RandomForest,443,197,1,0.0,0.2052,0.0,0.508
RandomForest,443,200,1,1.0,0.6894,1.0,0.508
RandomForest,443,201,1,1.0,0.8705,1.0,0.508
RandomForest,443,205,0,0.0,0.1617,1.0,0.508
RandomForest,443,206,1,0.0,0.1342,0.0,0.508
RandomForest,443,208,1,1.0,0.8705,1.0,0.508
RandomForest,443,209,1,0.0,0.15,0.0,0.508
RandomForest,443,213,1,0.0,0.212,0.0,0.508
RandomForest,443,216,1,0.0,0.1925,0.0,0.508
RandomForest,443,222,1,0.0,0.0959,0.0,0.508
RandomForest,443,224,0,0.0,0.146,1.0,0.508
RandomForest,443,235,1,1.0,0.7653,1.0,0.508
RandomForest,443,237,1,1.0,0.7653,1.0,0.508
RandomForest,443,239,1,1.0,0.7727,1.0,0.508
RandomForest,443,242,1,1.0,0.5956,1.0,0.508
RandomForest,443,243,1,0.0,0.0912,0.0,0.508
RandomForest,443,244,1,0.0,0.1013,0.0,0.508
RandomForest,443,245,1,1.0,0.9312,1.0,0.508
RandomForest,443,246,1,1.0,0.8885,1.0,0.508
RandomForest,443,247,1,1.0,0.8731,1.0,0.508
RandomForest,443,248,1,1.0,0.8731,1.0,0.508
RandomForest,443,254,1,1.0,0.7758,1.0,0.508
RandomForest,443,255,1,1.0,0.7758,1.0,0.508
RandomForest,443,257,1,0.0,0.1058,0.0,0.508
RandomForest,443,258,1,0.0,0.1694,0.0,0.508
RandomForest,443,259,1,0.0,0.1013,0.0,0.508
RandomForest,443,262,0,0.0,0.1418,1.0,0.508
RandomForest,443,264,1,1.0,0.5917,1.0,0.508
RandomForest,443,267,1,0.0,0.1064,0.0,0.508
RandomForest,443,269,1,0.0,0.1503,0.0,0.508
RandomForest,443,271,1,0.0,0.1444,0.0,0.508
RandomForest,455,219,0,1.0,0.8063,0.0,0.165
RandomForest,461,196,0,1.0,0.9268,0.0,0.165
RandomForest,461,197,0,1.0,0.9449,0.0,0.165
RandomForest,461,198,0,1.0,0.9168,0.0,0.165
RandomForest,461,205,0,0.0,0.0945,1.0,0.165
RandomForest,461,206,0,1.0,0.9072,0.0,0.165
RandomForest,467,333,0,1.0,0.9413,0.0,0.165
RandomForest,467,348,0,1.0,0.3383,0.0,0.165
RandomForest,468,196,1,1.0,0.5405,1.0,0.1
RandomForest,468,197,0,1.0,0.6572,0.0,0.1
RandomForest,468,198,1,1.0,0.5498,1.0,0.1
RandomForest,468,205,1,1.0,0.2477,1.0,0.1
RandomForest,468,206,0,1.0,0.5771,0.0,0.1
RandomForest,468,274,1,1.0,0.1452,1.0,0.1
RandomForest,468,288,1,1.0,0.5333,1.0,0.1
RandomForest,468,290,1,1.0,0.5195,1.0,0.1
RandomForest,468,292,1,1.0,0.5423,1.0,0.1
RandomForest,468,294,1,1.0,0.8141,1.0,0.1
RandomForest,468,296,0,1.0,0.2823,0.0,0.1
RandomForest,468,298,0,1.0,0.2823,0.0,0.1
RandomForest,468,304,1,1.0,0.8242,1.0,0.1
RandomForest,468,332,1,1.0,0.8477,1.0,0.1
RandomForest,468,333,1,1.0,0.3967,1.0,0.1
RandomForest,468,342,1,1.0,0.8544,1.0,0.1
RandomForest,468,348,0,1.0,0.1699,0.0,0.1
RandomForest,469,219,0,1.0,0.48,0.0,0.345
RandomForest,470,282,0,1.0,0.6683,0.0,0.492
RandomForest,470,286,0,1.0,0.7473,0.0,0.492
RandomForest,470,291,0,1.0,0.7313,0.0,0.492
RandomForest,470,293,1,1.0,0.7636,1.0,0.492
RandomForest,470,295,0,0.0,0.1742,1.0,0.492
RandomForest,470,297,0,1.0,0.7382,0.0,0.492
RandomForest,470,301,1,1.0,0.673,1.0,0.492
RandomForest,470,302,1,1.0,0.673,1.0,0.492
RandomForest,470,306,1,1.0,0.7555,1.0,0.492
RandomForest,470,307,1,1.0,0.7619,1.0,0.492
RandomForest,470,309,1,1.0,0.7555,1.0,0.492
RandomForest,470,312,1,1.0,0.7555,1.0,0.492
RandomForest,470,316,0,1.0,0.6683,0.0,0.492
RandomForest,470,318,1,1.0,0.7555,1.0,0.492
RandomForest,470,326,0,1.0,0.672,0.0,0.492
RandomForest,470,332,1,1.0,0.8609,1.0,0.492
RandomForest,470,333,1,1.0,0.8682,1.0,0.492
RandomForest,470,336,0,0.0,0.3763,1.0,0.492
RandomForest,470,338,1,1.0,0.8492,1.0,0.492
RandomForest,470,339,1,1.0,0.6342,1.0,0.492
RandomForest,470,342,1,1.0,0.8609,1.0,0.492
RandomForest,470,357,1,1.0,0.8411,1.0,0.492
RandomForest,474,147,0,0.0,0.1675,1.0,0.753
RandomForest,474,148,0,0.0,0.1886,1.0,0.753
RandomForest,474,224,0,0.0,0.129,1.0,0.753
RandomForest,475,196,1,1.0,0.5071,1.0,0.378
RandomForest,475,197,0,1.0,0.6136,0.0,0.378
RandomForest,475,198,1,1.0,0.4394,1.0,0.378
RandomForest,475,205,1,1.0,0.5852,1.0,0.378
RandomForest,475,206,0,1.0,0.4075,0.0,0.378
RandomForest,475,274,1,1.0,0.6988,1.0,0.378
RandomForest,475,280,1,1.0,0.8066,1.0,0.378
RandomForest,475,281,1,1.0,0.5303,1.0,0.378
RandomForest,475,282,1,1.0,0.5054,1.0,0.378
RandomForest,475,283,1,1.0,0.4979,1.0,0.378
RandomForest,475,284,1,1.0,0.5377,1.0,0.378
RandomForest,475,285,1,1.0,0.8381,1.0,0.378
RandomForest,475,286,1,1.0,0.4402,1.0,0.378
RandomForest,475,288,1,1.0,0.5321,1.0,0.378
RandomForest,475,289,1,0.0,0.3415,0.0,0.378
RandomForest,475,290,1,1.0,0.3788,1.0,0.378
RandomForest,475,291,1,1.0,0.5693,1.0,0.378
RandomForest,475,292,1,1.0,0.5531,1.0,0.378
RandomForest,475,293,1,1.0,0.8883,1.0,0.378
RandomForest,475,294,1,1.0,0.8103,1.0,0.378
RandomForest,475,295,0,0.0,0.1269,1.0,0.378
RandomForest,475,296,0,0.0,0.1321,1.0,0.378
RandomForest,475,297,1,1.0,0.3994,1.0,0.378
RandomForest,475,298,0,0.0,0.1321,1.0,0.378
RandomForest,475,300,1,1.0,0.5527,1.0,0.378
RandomForest,475,301,1,1.0,0.8346,1.0,0.378
RandomForest,475,302,1,1.0,0.8365,1.0,0.378
RandomForest,475,304,1,1.0,0.8123,1.0,0.378
RandomForest,475,306,1,1.0,0.8892,1.0,0.378
RandomForest,475,307,1,1.0,0.8721,1.0,0.378
RandomForest,475,309,1,1.0,0.8812,1.0,0.378
RandomForest,475,310,1,1.0,0.8233,1.0,0.378
RandomForest,475,311,1,1.0,0.8504,1.0,0.378
RandomForest,475,312,1,1.0,0.8869,1.0,0.378
RandomForest,475,313,1,1.0,0.8193,1.0,0.378
RandomForest,475,314,1,1.0,0.8233,1.0,0.378
RandomForest,475,315,1,1.0,0.5377,1.0,0.378
RandomForest,475,316,1,1.0,0.5242,1.0,0.378
RandomForest,475,318,1,1.0,0.8849,1.0,0.378
RandomForest,475,319,1,1.0,0.8233,1.0,0.378
RandomForest,475,320,1,1.0,0.8214,1.0,0.378
RandomForest,475,321,1,1.0,0.8233,1.0,0.378
RandomForest,475,322,1,1.0,0.8214,1.0,0.378
RandomForest,475,323,1,1.0,0.8214,1.0,0.378
RandomForest,475,324,1,1.0,0.8214,1.0,0.378
RandomForest,475,326,1,1.0,0.5991,1.0,0.378
RandomForest,475,327,1,1.0,0.8214,1.0,0.378
RandomForest,475,328,1,1.0,0.8233,1.0,0.378
RandomForest,475,329,1,1.0,0.8214,1.0,0.378
RandomForest,475,330,1,1.0,0.9014,1.0,0.378
RandomForest,475,331,0,0.0,0.1273,1.0,0.378
RandomForest,475,332,1,1.0,0.8743,1.0,0.378
RandomForest,475,333,1,1.0,0.863,1.0,0.378
RandomForest,475,334,1,1.0,0.8495,1.0,0.378
RandomForest,475,335,1,1.0,0.8495,1.0,0.378
RandomForest,475,336,0,0.0,0.1365,1.0,0.378
RandomForest,475,337,1,1.0,0.8233,1.0,0.378
RandomForest,475,338,1,1.0,0.9074,1.0,0.378
RandomForest,475,339,1,1.0,0.8198,1.0,0.378
RandomForest,475,341,0,0.0,0.149,1.0,0.378
RandomForest,475,343,1,1.0,0.8495,1.0,0.378
RandomForest,475,344,1,1.0,0.8495,1.0,0.378
RandomForest,475,345,1,1.0,0.8495,1.0,0.378
RandomForest,475,346,1,1.0,0.8495,1.0,0.378
RandomForest,475,347,0,0.0,0.1204,1.0,0.378
RandomForest,475,348,0,0.0,0.3124,1.0,0.378
RandomForest,475,350,1,1.0,0.8495,1.0,0.378
RandomForest,475,351,1,1.0,0.5261,1.0,0.378
RandomForest,475,352,1,1.0,0.5261,1.0,0.378
RandomForest,475,353,1,1.0,0.5377,1.0,0.378
RandomForest,475,354,1,1.0,0.5377,1.0,0.378
RandomForest,475,355,1,1.0,0.7794,1.0,0.378
RandomForest,475,356,1,1.0,0.8156,1.0,0.378
RandomForest,475,357,1,1.0,0.8989,1.0,0.378
RandomForest,475,358,1,1.0,0.8212,1.0,0.378
RandomForest,475,359,1,1.0,0.8594,1.0,0.378
RandomForest,475,360,0,0.0,0.3383,1.0,0.378
RandomForest,476,198,1,1.0,0.8938,1.0,0.345
RandomForest,476,280,1,1.0,0.9745,1.0,0.345
RandomForest,476,282,0,1.0,0.8957,0.0,0.345
RandomForest,476,283,1,1.0,0.9147,1.0,0.345
RandomForest,476,284,0,1.0,0.9461,0.0,0.345
RandomForest,476,286,0,1.0,0.9256,0.0,0.345
RandomForest,476,291,1,1.0,0.9493,1.0,0.345
RandomForest,476,293,1,1.0,0.9547,1.0,0.345
RandomForest,476,295,0,0.0,0.0766,1.0,0.345
RandomForest,476,297,0,1.0,0.8788,0.0,0.345
RandomForest,476,307,1,1.0,0.9576,1.0,0.345
RandomForest,476,309,1,1.0,0.9548,1.0,0.345
RandomForest,476,318,1,1.0,0.9601,1.0,0.345
RandomForest,476,326,0,1.0,0.9512,0.0,0.345
RandomForest,476,332,1,1.0,0.9575,1.0,0.345
RandomForest,476,333,1,1.0,0.9544,1.0,0.345
RandomForest,476,336,0,0.0,0.0853,1.0,0.345
RandomForest,476,338,1,1.0,0.9601,1.0,0.345
RandomForest,476,339,0,1.0,0.9318,0.0,0.345
RandomForest,476,341,0,0.0,0.0723,1.0,0.345
RandomForest,476,342,1,1.0,0.9648,1.0,0.345
RandomForest,476,357,1,1.0,0.9655,1.0,0.345
RandomForest,476,360,0,0.0,0.0912,1.0,0.345
RandomForest,477,284,1,1.0,0.5421,1.0,0.345
RandomForest,477,285,1,1.0,0.9325,1.0,0.345
RandomForest,477,297,0,1.0,0.4651,0.0,0.345
RandomForest,477,299,1,1.0,0.6193,1.0,0.345
RandomForest,477,300,1,1.0,0.6132,1.0,0.345
RandomForest,477,306,1,1.0,0.8584,1.0,0.345
RandomForest,477,307,1,1.0,0.9329,1.0,0.345
RandomForest,477,309,1,1.0,0.9419,1.0,0.345
RandomForest,477,310,1,1.0,0.9446,1.0,0.345
RandomForest,477,312,1,1.0,0.8342,1.0,0.345
RandomForest,477,313,1,1.0,0.945,1.0,0.345
RandomForest,477,315,1,1.0,0.5948,1.0,0.345
RandomForest,477,316,0,1.0,0.4115,0.0,0.345
RandomForest,477,328,1,1.0,0.9446,1.0,0.345
RandomForest,477,330,1,1.0,0.9491,1.0,0.345
RandomForest,477,333,1,1.0,0.9503,1.0,0.345
RandomForest,477,336,0,0.0,0.0631,1.0,0.345
RandomForest,477,338,1,1.0,0.9448,1.0,0.345
RandomForest,477,339,0,1.0,0.6054,0.0,0.345
RandomForest,477,341,0,0.0,0.0741,1.0,0.345
RandomForest,477,342,1,1.0,0.8927,1.0,0.345
RandomForest,477,344,1,1.0,0.9539,1.0,0.345
RandomForest,477,355,0,1.0,0.7012,0.0,0.345
RandomForest,477,357,1,1.0,0.9377,1.0,0.345
RandomForest,477,360,0,0.0,0.0817,1.0,0.345
RandomForest,477,361,0,1.0,0.9373,0.0,0.345
RandomForest,479,192,1,1.0,0.6462,1.0,0.476
RandomForest,479,193,1,1.0,0.6828,1.0,0.476
RandomForest,483,193,0,1.0,0.6884,0.0,0.476
RandomForest,489,19,0,1.0,0.8435,0.0,0.476
RandomForest,489,262,0,0.0,0.1172,1.0,0.476
RandomForest,492,262,0,0.0,0.1225,1.0,0.476
RandomForest,493,129,0,1.0,0.5875,0.0,0.476
RandomForest,523,260,0,1.0,0.7952,0.0,0.476
RandomForest,523,268,0,0.0,0.3885,1.0,0.476
RandomForest,523,272,0,0.0,0.3925,1.0,0.476
RandomForest,525,79,0,1.0,0.7807,0.0,0.476
RandomForest,526,180,1,1.0,0.5945,1.0,0.476
RandomForest,526,194,0,1.0,0.5322,0.0,0.476
RandomForest,529,14,0,0.0,0.1698,1.0,0.541
RandomForest,529,39,0,0.0,0.1648,1.0,0.541
RandomForest,529,180,1,1.0,0.7832,1.0,0.541
RandomForest,529,194,0,0.0,0.4042,1.0,0.541
RandomForest,529,368,1,1.0,0.8548,1.0,0.541
RandomForest,536,159,0,1.0,0.6993,0.0,0.541
RandomForest,536,167,0,0.0,0.2539,1.0,0.541
RandomForest,536,170,0,0.0,0.3311,1.0,0.541
RandomForest,536,297,0,0.0,0.3969,1.0,0.541
RandomForest,544,81,0,1.0,0.6044,0.0,0.541
RandomForest,557,366,0,1.0,0.7186,0.0,0.541
RandomForest,568,184,0,0.0,0.4724,1.0,0.541
RandomForest,568,268,0,0.0,0.2831,1.0,0.541
RandomForest,571,16,0,0.0,0.4634,1.0,0.59
RandomForest,574,196,0,0.0,0.4983,1.0,0.59
RandomForest,574,198,0,1.0,0.7446,0.0,0.59
RandomForest,574,205,0,0.0,0.5206,1.0,0.59
RandomForest,574,206,0,0.0,0.3188,1.0,0.59
RandomForest,574,274,0,1.0,0.736,0.0,0.59
RandomForest,574,288,0,0.0,0.4108,1.0,0.59
RandomForest,574,292,0,0.0,0.3234,1.0,0.59
RandomForest,574,294,1,1.0,0.8778,1.0,0.59
RandomForest,574,296,0,0.0,0.0637,1.0,0.59
